sateid,date,x,y,z,pro,clk
C11,2020-06-20-04-10-00,7207947.915,22190439.107,15398263.623,23233403.4617,-0.00043957
C12,2020-06-20-04-10-00,-9847682.511,11859080.635,23289194.691,22395653.4777,0.000406298
C13,2020-06-20-04-10-00,-1356768.198,42187982.412,2936881.588,37045966.0707,0.000500004
C21,2020-06-20-04-10-00,-25797826.784,9809114.194,-4001217.024,25231438.5786,-0.00055063
C22,2020-06-20-04-10-00,-24497688.932,-2817313.283,13039780.004,25754336.9616,-0.000783036
C24,2020-06-20-04-10-00,-9114702.362,26285089.528,-2290385.478,23256200.0637,-0.000787098
C25,2020-06-20-04-10-00,4979399.472,23104742.244,14846423.45,22901618.2427,-0.000657943
G01,2020-06-20-04-10-00,-13846244.794,6793300.413,21345839.832,21572405.2817,1.27367E-05
G03,2020-06-20-04-10-00,-23279605.344,11369657.317,5521305.651,22127859.5317,-0.0002145
G06,2020-06-20-04-10-00,6741979.341,24646048.836,-7111041.109,24043674.6566,-0.000291382
G07,2020-06-20-04-10-00,-6312803.314,22898087.515,-11048641.259,23330916.4146,-0.000308547
G08,2020-06-20-04-10-00,-24860338.873,-5147713.033,8252548.368,25275602.5945,-3.81617E-05
G11,2020-06-20-04-10-00,-18215852.509,-2265485.288,18604289.28,23386026.6566,-0.000243806
G17,2020-06-20-04-10-00,7336577.925,18061621.951,18482012.812,22183737.8677,0.000283482
G19,2020-06-20-04-10-00,14604307.757,18400082.533,12124740.714,23362586.9536,-0.000142846
G22,2020-06-20-04-10-00,-22412159.982,5875550.454,13068334.802,22661993.3987,-0.00077702
G28,2020-06-20-04-10-00,-3408485.908,17562232.763,20261688.95,20986919.8678,0.000707076
G30,2020-06-20-04-10-00,514605.765,26417338.252,-933934.674,22063615.2197,-0.000245365
C01,2020-06-20-04-15-00,-34322777.011,24493133.212,20267.007,37760699.0166,-0.000401914
C02,2020-06-20-04-15-00,4400326.899,41926289.725,-639285.415,37637884.4306,0.000270593
C03,2020-06-20-04-15-00,-14745935.749,39463382.149,373521.439,36498229.7117,0.000855427
C04,2020-06-20-04-15-00,-39578666.851,14483128.713,616509.385,38618969.1726,-0.000155829
C05,2020-06-20-04-15-00,21894248.371,36011674.18,-629280.562,39651227.0395,-0.000488032
C07,2020-06-20-04-15-00,-23484030.784,31079372.462,15683174.946,35835035.0237,3.21937E-05
C08,2020-06-20-04-15-00,-9872870.328,37228575.595,17628151.407,36202578.0787,-0.000322582
C10,2020-06-20-04-15-00,-8901248.394,31597417.768,26404595.516,35973675.3527,-0.000257717
C11,2020-06-20-04-15-00,6828301.716,21811711.087,16097514.184,23181113.2977,-0.000439577
C12,2020-06-20-04-15-00,-10410138.141,11295342.061,23324147.123,22458255.9457,0.000406302
C13,2020-06-20-04-15-00,-933709.476,42140150.616,3705184.455,37013160.4617,0.00050001
C21,2020-06-20-04-15-00,-25925685.822,9806010.452,-3081322.762,25102684.0396,-0.000550645
C22,2020-06-20-04-15-00,-24063163.31,-2971083.396,13794412.605,25728851.8366,-0.000783035
C24,2020-06-20-04-15-00,-9134293.7,26182204.74,-3207406.003,23404430.9927,-0.000787095
C25,2020-06-20-04-15-00,4828236.485,23579382.276,14133447.448,22883216.0237,-0.000657947
G01,2020-06-20-04-15-00,-13932998.582,5964525.838,21543997.528,21733080.8057,1.27392E-05
G03,2020-06-20-04-15-00,-23136560.73,11171657.426,6442740.537,22051168.7347,-0.000214504
G06,2020-06-20-04-15-00,6700895.986,24906021.412,-6189850.329,23862568.8916,-0.000291384
G07,2020-06-20-04-15-00,-6439662.96,22450074.466,-11858013.427,23522890.4066,-0.00030855
G08,2020-06-20-04-15-00,-25103067.596,-5327119.934,7361811.758,25404384.7115,-3.81623E-05
G11,2020-06-20-04-15-00,-18549869.135,-2929114.14,18178081.803,23555165.8136,-0.000243802
G17,2020-06-20-04-15-00,6717611.594,17764476.248,19008644.933,22119874.1097,0.000283484
G19,2020-06-20-04-15-00,14154960.638,18196536.5,12918155.817,23241702.1886,-0.000142844
G22,2020-06-20-04-15-00,-22082972.295,5481869.557,13795670.003,22688246.1807,-0.000777019
G28,2020-06-20-04-15-00,-4047857.396,17901171.124,19834607.593,20894855.4308,0.000707074
G30,2020-06-20-04-15-00,400322.831,26368095.955,-1873662.243,22198664.6807,-0.000245368
C01,2020-06-20-04-20-00,-34322225.567,24492963.052,4259.48,37761501.8986,-0.000401903
C02,2020-06-20-04-20-00,4400569.22,41926826.88,-611323.497,37635605.0476,0.000270586
C03,2020-06-20-04-20-00,-14747112.345,39462842.436,396360.88,36496362.8917,0.000855422
C04,2020-06-20-04-20-00,-39578825.796,14482404.826,617267.429,38618891.2586,-0.000155822
C05,2020-06-20-04-20-00,21894010.543,36012297.754,-609381.757,39649642.5235,-0.000488052
C07,2020-06-20-04-20-00,-23443793.719,31417871.812,15040124.53,35841266.8137,3.21842E-05
C08,2020-06-20-04-20-00,-9480474.783,36997822.776,18314746.497,36197504.5637,-0.000322589
C10,2020-06-20-04-20-00,-9004476.75,31926489.889,25960039.222,35953771.0477,-0.000257714
C11,2020-06-20-04-20-00,6423958.037,21424760.524,16770332.937,23131646.6337,-0.000439584
C12,2020-06-20-04-20-00,-10984847.745,10743291.68,23320694.381,22522287.2277,0.000406305
C13,2020-06-20-04-20-00,-513148.058,42074072.704,4471733.138,36982706.6337,0.000500016
C21,2020-06-20-04-20-00,-26023350.725,9796315.118,-2156331.769,24976733.9616,-0.00055066
C22,2020-06-20-04-20-00,-23607462.756,-3140842.752,14526247.217,25711278.7896,-0.000783033
C24,2020-06-20-04-20-00,-9148347.12,26049400.813,-4119135.807,23557934.1957,-0.000787092
C25,2020-06-20-04-20-00,4691721.624,24032699.765,13397154.196,22874279.6257,-0.000657951
G01,2020-06-20-04-20-00,-14035447.649,5131040.585,21699876.399,21898752.0477,1.27417E-05
G03,2020-06-20-04-20-00,-22969091,10950643.426,7351737.748,21983997.3447,-0.000214508
G06,2020-06-20-04-20-00,6660764.078,25131804.903,-5256758.272,23685867.7346,-0.000291386
G07,2020-06-20-04-20-00,-6576973.239,21973769.444,-12643713.388,23715863.1956,-0.000308552
G08,2020-06-20-04-20-00,-25317945.956,-5489019.513,6457194.489,25533049.3365,-3.8163E-05
G11,2020-06-20-04-20-00,-18884118.481,-3573638.371,17715354.223,23724925.6416,-0.000243799
G17,2020-06-20-04-20-00,6076507.4,17470558.744,19500133.231,22057225.0477,0.000283486
G19,2020-06-20-04-20-00,13675826.312,17986642.361,13686459.534,23122417.5556,-0.000142843
G22,2020-06-20-04-20-00,-21740023.3,5065667.719,14496736.313,22724531.7587,-0.000777019
G28,2020-06-20-04-20-00,-4666898.461,18243671.591,19371472.999,20808169.2348,0.000707073
G30,2020-06-20-04-20-00,282566.114,26285353.228,-2809751.494,22339822.7427,-0.00024537
C01,2020-06-20-04-25-00,-34321682.711,24492770.133,-11749.663,37762307.8366,-0.000401893
C02,2020-06-20-04-25-00,4400833.883,41927349.091,-583068.404,37633304.7276,0.000270578
C03,2020-06-20-04-25-00,-14748295.21,39462308.601,419010.732,36494531.3447,0.000855418
C04,2020-06-20-04-25-00,-39578996.02,14481681.256,617730.039,38618844.3056,-0.000155816
C07,2020-06-20-04-25-00,-23388651.066,31754093.642,14389784.776,35849522.1257,3.21749E-05
C08,2020-06-20-04-25-00,-9098604.274,36750371.272,18992696.047,36194749.6257,-0.000322596
C10,2020-06-20-04-25-00,-9093201.693,32259717.94,25503022.456,35935338.5557,-0.000257711
C11,2020-06-20-04-25-00,5995061.618,21031117.342,17415616.779,23084856.9617,-0.000439591
C12,2020-06-20-04-25-00,-11570602.212,10204082.998,23278839.806,22587602.7427,0.000406309
C13,2020-06-20-04-25-00,-95877.484,41989876.605,5236164.786,36954575.1647,0.000500022
C21,2020-06-20-04-25-00,-26091026.769,9778723.962,-1227774.241,24854075.4146,-0.000550675
C22,2020-06-20-04-25-00,-23131840.785,-3327291.682,15234076.452,25701809.6726,-0.000783031
C23,2020-06-20-04-25-00,14292823.986,8885604.883,22266691.654,25799395.5865,-0.000851456
C24,2020-06-20-04-25-00,-9158156.738,25886619.378,-5024071.093,23716286.5867,-0.000787089
C25,2020-06-20-04-25-00,4569056.59,24463540.814,12638758.766,22874821.3367,-0.000657955
G01,2020-06-20-04-25-00,-14153625.252,4294776.786,21813203.649,22068889.2197,1.27442E-05
G03,2020-06-20-04-25-00,-22778455.817,10705891.886,8246540.393,21926729.3207,-0.000214511
G06,2020-06-20-04-25-00,6620140.403,25323071.203,-4313560.612,23513842.4696,-0.000291388
G07,2020-06-20-04-25-00,-6725734.448,21470363.497,-13404166.366,23909256.2276,-0.000308555
G08,2020-06-20-04-25-00,-25503935.836,-5634427.204,5540404.277,25661677.2665,-3.81637E-05
G11,2020-06-20-04-25-00,-19217239.29,-4198092.639,17217043.112,23895095.9535,-0.000243796
G17,2020-06-20-04-25-00,5414323.897,17181242.846,19955596.971,21995713.1417,0.000283488
G19,2020-06-20-04-25-00,13167335.761,17771965.506,14428130.814,23004694.0636,-0.000142841
G22,2020-06-20-04-25-00,-21384823.655,4626977.739,15170223.424,22770809.1567,-0.000777018
G28,2020-06-20-04-25-00,-5264647.966,18588338.346,18873098.915,20727257.7118,0.000707072
G30,2020-06-20-04-25-00,160048.349,26169405.643,-3740384.296,22486519.7427,-0.000245373
C01,2020-06-20-04-30-00,-34321148.775,24492554.365,-27752.767,37763115.0086,-0.000401882
C02,2020-06-20-04-30-00,4401120.263,41927855.622,-554533.66,37630987.9066,0.000270571
C03,2020-06-20-04-30-00,-14749484.116,39461781.097,441460.128,36492737.0947,0.000855414
C04,2020-06-20-04-30-00,-39579177.369,14480958.435,617896.981,38618829.5166,-0.000155809
C05,2020-06-20-04-30-00,21893581.193,36013520.79,-568716.843,39646430.8595,-0.000488092
C07,2020-06-20-04-30-00,-23318712.526,32087379.685,13732468.02,35859859.4147,3.21656E-05
C08,2020-06-20-04-30-00,-8727976.47,36486695.056,19661679.646,36194231.4147,-0.000322603
C10,2020-06-20-04-30-00,-9167253.388,32596456.164,25033759.126,35918466.2117,-0.000257708
C11,2020-06-20-04-30-00,5541852.522,20632310.445,18032307.691,23040599.3137,-0.000439598
C12,2020-06-20-04-30-00,-12166130.361,9678800.284,23198649.81,22654072.0237,0.000406312
C13,2020-06-20-04-30-00,317315.078,41887724.642,5998117.595,36928732.4067,0.000500029
C21,2020-06-20-04-30-00,-26129011.285,9751953.088,-297186.06,24735192.0006,-0.00055069
C22,2020-06-20-04-30-00,-22637603.232,-3531054.99,15916732.853,25700607.6886,-0.000783029
C23,2020-06-20-04-30-00,14132446.203,9628301.921,22059021.745,25665121.9226,-0.000851455
C24,2020-06-20-04-30-00,-9165022.169,25693893.884,-5920719.279,23879055.5087,-0.000787086
C25,2020-06-20-04-30-00,4459377.73,24870814.205,11859512.644,22884816.6887,-0.000657959
G01,2020-06-20-04-30-00,-14287458.345,3457667.647,21883792.259,22242972.6956,1.27466E-05
G03,2020-06-20-04-30-00,-22565978.972,10436770.843,9125418.75,21879707.5167,-0.000214515
G06,2020-06-20-04-30-00,6577570.67,25479605.969,-3362071.922,23346748.2426,-0.00029139
G07,2020-06-20-04-30-00,-6886876.439,20941135.119,-14137849.455,24102506.4616,-0.000308558
G11,2020-06-20-04-30-00,-19547835.743,-4801603.936,16684159.424,24065475.9385,-0.000243793
G17,2020-06-20-04-30-00,4732204.793,16897844.501,20374220.84,21935272.1027,0.000283489
G19,2020-06-20-04-30-00,12630034.026,17554058.875,15141698.229,22888498.1726,-0.00014284
G22,2020-06-20-04-30-00,-21018896.193,4165929.24,15814875.457,22826997.3207,-0.000777017
G28,2020-06-20-04-30-00,-5840232.753,18933728.313,18340361.322,20652512.9307,0.000707071
G30,2020-06-20-04-30-00,31504.55,26020654.673,-4663752.914,22638173.7036,-0.000245375
C01,2020-06-20-04-35-00,-34320624.093,24492315.67,-43742.181,37763924.7896,-0.000401872
C02,2020-06-20-04-35-00,4401427.701,41928345.764,-525732.923,37628652.9146,0.000270563
C03,2020-06-20-04-35-00,-14750678.824,39461260.393,463698.3,36490981.6727,0.000855409
C04,2020-06-20-04-35-00,-39579369.684,14480236.789,617768.166,38618845.3366,-0.000155803
C07,2020-06-20-04-35-00,-23234116.677,32417077.087,13068490.286,35872334.6727,3.21563E-05
C08,2020-06-20-04-35-00,-8369287.692,36207298.834,20321381.031,36195864.1337,-0.00032261
C10,2020-06-20-04-35-00,-9226490.405,32936051.86,24552469.235,35903239.5477,-0.000257705
C11,2020-06-20-04-35-00,5064665.69,20229861.795,18619394.446,22998730.6957,-0.000439605
C12,2020-06-20-04-35-00,-12770103.534,9168454.694,23080253.773,22721579.5317,0.000406315
C13,2020-06-20-04-35-00,725650.315,41767813.221,6757230.976,36905139.3917,0.000500035
C21,2020-06-20-04-35-00,-26137692.283,9714744.434,633893.765,24620561.1417,-0.000550704
C22,2020-06-20-04-35-00,-22126103.325,-3752679.042,16573090.81,25707800.2116,-0.000783027
C23,2020-06-20-04-35-00,13987917.566,10366395.15,21814962.71,25537102.7116,-0.000851453
C24,2020-06-20-04-35-00,-9170242.991,25471349.675,-6807601.452,24045799.0867,-0.000787083
C25,2020-06-20-04-35-00,4361759.882,25253495.453,11060701.665,22904203.4617,-0.000657963
G01,2020-06-20-04-35-00,-14436767.865,2621639.701,21911541.097,22420496.0397,1.27491E-05
G03,2020-06-20-04-35-00,-22333042.384,10142743.392,9986673.703,21843230.4227,-0.000214518
G06,2020-06-20-04-35-00,6531596.591,25601309.217,-2404122.129,23184822.9926,-0.000291391
G07,2020-06-20-04-35-00,-7061253.576,20387444.9,-14843295.08,24295060.8675,-0.00030856
G17,2020-06-20-04-35-00,4031374.914,16621616.846,20755256.099,21875849.2667,0.000283491
G19,2020-06-20-04-35-00,12064578.845,17334455.781,15825743.189,22773803.3136,-0.000142838
G22,2020-06-20-04-35-00,-20643769.413,3682748.781,16429493.11,22892973.7897,-0.000777017
G28,2020-06-20-04-35-00,-6392870.568,19278356.866,17774197.315,20584321.6487,0.00070707
G30,2020-06-20-04-35-00,-104301.561,25839605.986,-5578063.68,22794196.6486,-0.000245377
C01,2020-06-20-04-40-00,-34320109.001,24492053.984,-59710.261,37764735.9926,-0.000401861
C02,2020-06-20-04-40-00,4401755.512,41928818.841,-496679.977,37626301.8986,0.000270555
C03,2020-06-20-04-40-00,-14751879.081,39460746.965,485714.578,36489264.3916,0.000855405
C04,2020-06-20-04-40-00,-39579572.794,14479516.742,617343.643,38618891.4386,-0.000155796
C07,2020-06-20-04-40-00,-23135030.716,32742539.679,12398171.132,35886998.1257,3.21469E-05
C08,2020-06-20-04-40-00,-8023211.591,35912717.091,20971488.235,36199559.6337,-0.000322617
C10,2020-06-20-04-40-00,-9270800.006,33277846.64,24059378.781,35889742.8057,-0.000257702
C11,2020-06-20-04-40-00,4563930.135,19825280.516,19175914.224,22959111.7817,-0.000439612
C12,2020-06-20-04-40-00,-13381140.403,8673980.692,22923843.857,22790022.1887,0.000406319
C13,2020-06-20-04-40-00,1128358.249,41630372.449,7513145.719,36883753.0167,0.000500041
C21,2020-06-20-04-40-00,-26117546.731,9665871.177,1563925.66,24510651.7277,-0.000550719
C22,2020-06-20-04-40-00,-21598736.595,-3992629.176,17202068.412,25723482.3596,-0.000783025
C23,2020-06-20-04-40-00,13859171.041,11098327.587,21534915.984,25415686.5006,-0.000851451
C24,2020-06-20-04-40-00,-9175113.208,25219203.717,-7683254.81,24216070.3057,-0.00078708
C25,2020-06-20-04-40-00,4275220.463,25610630.607,10243643.899,22932881.6028,-0.000657967
G01,2020-06-20-04-40-00,-14601269.524,1788605.112,21896434.833,22600967.4456,1.27516E-05
G03,2020-06-20-04-40-00,-22081079.865,9823370.871,10828640.129,21817551.2817,-0.000214522
G06,2020-06-20-04-40-00,6480762.989,25688195.443,-1441552.95,23028282.2116,-0.000291393
G07,2020-06-20-04-40-00,-7249640.039,19810729.808,-15519094.309,24486385.8835,-0.000308563
G11,2020-06-20-04-40-00,-20195738.066,-5942784.933,15519075.477,24406137.5704,-0.000243786
G17,2020-06-20-04-40-00,3313135.852,16353745.147,21098021.639,21817407.6027,0.000283493
G19,2020-06-20-04-40-00,11471738.773,17114662.802,16478903.067,22660588.7977,-0.000142836
G22,2020-06-20-04-40-00,-20260970.993,3177759.559,17012935.683,22968572.7427,-0.000777016
G28,2020-06-20-04-40-00,-6921872.644,19620703.734,17175603.891,20523057.3677,0.000707069
G30,2020-06-20-04-40-00,-248571.251,25626867.309,-6481540.629,22953999.1096,-0.00024538
C01,2020-06-20-04-45-00,-34319603.842,24491769.257,-75649.37,37765547.6336,-0.00040185
C02,2020-06-20-04-45-00,4402102.981,41929274.21,-467388.728,37623936.6026,0.000270548
C03,2020-06-20-04-45-00,-14753084.625,39460241.304,507498.4,36487586.6487,0.0008554
C04,2020-06-20-04-45-00,-39579786.52,14478798.71,616623.606,38618968.3916,-0.000155789
C07,2020-06-20-04-45-00,-23021650.157,33063129.238,11721833.49,35903899.0317,3.21376E-05
C08,2020-06-20-04-45-00,-7690397.876,35603513.079,21611693.726,36205224.9847,-0.000322624
C10,2020-06-20-04-45-00,-9300098.375,33621177.689,23554719.663,35878058.6887,-0.000257698
C11,2020-06-20-04-45-00,4040167.769,19420057.066,19700954.163,22921607.4307,-0.000439619
C12,2020-06-20-04-45-00,-13997812.006,8196232.765,22729674.709,22859315.5637,0.000406322
C13,2020-06-20-04-45-00,1524679.694,41475665.698,8265504.159,36864524.6257,0.000500047
C21,2020-06-20-04-45-00,-26069138.497,9604143.01,2491372.047,24405925.0007,-0.000550734
C22,2020-06-20-04-45-00,-21056935.616,-4251287.422,17802629.217,25747716.7116,-0.000783024
C23,2020-06-20-04-45-00,13746053.22,11822554.176,21219342.348,25301205.1726,-0.00085145
C24,2020-06-20-04-45-00,-9180915.736,24937763.982,-8546235.064,24389417.3447,-0.000787077
C25,2020-06-20-04-45-00,4198723.781,25941339.78,9409687.47,22970714.3447,-0.000657971
G01,2020-06-20-04-45-00,-14780575.077,960454.075,21838543.663,22783910.9846,1.2754E-05
G03,2020-06-20-04-45-00,-21811570.673,9478315.61,11649690.202,21802873.2197,-0.000214526
G06,2020-06-20-04-45-00,6423624.881,25740393.26,-476214.298,22877320.3137,-0.000291395
G07,2020-06-20-04-45-00,-7452725.526,19212497.124,-16163900.022,24675955.8985,-0.000308566
G17,2020-06-20-04-45-00,2578861.316,16095342.021,21401904.932,21759922.8757,0.000283495
G19,2020-06-20-04-45-00,10852390.817,16896152.788,17099874.221,22548843.3056,-0.000142835
G22,2020-06-20-04-45-00,-19872021.335,2651380.701,17564122.988,23053589.6957,-0.000777016
G28,2020-06-20-04-45-00,-7426645.93,19959219.069,16545636.661,20469082.3137,0.000707068
G30,2020-06-20-04-45-00,-402464.627,25383145.841,-7372429.1,23116987.3986,-0.000245382
C01,2020-06-20-04-50-00,-34319108.962,24491461.456,-91551.887,37766359.3986,-0.00040184
C02,2020-06-20-04-50-00,4402469.368,41929711.26,-437873.196,37621556.7666,0.00027054
C03,2020-06-20-04-50-00,-14754295.178,39459743.912,529039.317,36485949.2817,0.000855396
C04,2020-06-20-04-50-00,-39580010.675,14478083.106,615608.387,38619076.9066,-0.000155783
C07,2020-06-20-04-50-00,-22894198.453,33378216.725,11039803.511,35923079.7667,3.21282E-05
C08,2020-06-20-04-50-00,-7371471.085,35280277.749,22241694.551,36212766.3057,-0.000322631
C10,2020-06-20-04-50-00,-9314330.797,33965379.042,23038729.574,35868268.2737,-0.000257695
C11,2020-06-20-04-50-00,3493991.872,19015657.48,20193652.828,22886089.5397,-0.000439627
C12,2020-06-20-04-50-00,-14618646.966,7735982.467,22498063.063,22929385.1097,0.000406326
C13,2020-06-20-04-50-00,1913867.691,41303989.102,9013950.339,36847402.2427,0.000500053
C21,2020-06-20-04-50-00,-25993115.951,9528411.288,3414699.899,24306826.9927,-0.000550749
C22,2020-06-20-04-50-00,-20502164.625,-4528950.565,18373783.951,25780525.2195,-0.000783022
C23,2020-06-20-04-50-00,13648325.147,12537547.36,20868761.171,25193971.8916,-0.000851448
C24,2020-06-20-04-50-00,-9188916.94,24627428.482,-9395118.82,24565385.0867,-0.000787074
C25,2020-06-20-04-50-00,4131185.568,26244820.407,8560208.341,23017528.9927,-0.000657975
G01,2020-06-20-04-50-00,-14974194.091,139047.338,21738022.845,22968870.1886,1.27565E-05
G03,2020-06-20-04-50-00,-21526032.875,9107343.249,12448236.64,21799350.5477,-0.000214529
G06,2020-06-20-04-50-00,6358754.533,25758144.557,490039.311,22732112.5557,-0.000291396
G07,2020-06-20-04-50-00,-7671111.372,18594318.06,-16776429.917,24863276.0315,-0.000308568
G17,2020-06-20-04-50-00,1829992.217,15847442.976,21666362.891,21703386.5787,0.000283496
G19,2020-06-20-04-50-00,10207517.567,16680358.03,17687414.902,22438565.7197,-0.000142833
G22,2020-06-20-04-50-00,-19478427.189,2104126.153,18082037.132,23147788.2427,-0.000777015
G28,2020-06-20-04-50-00,-7906694.964,20292329.682,15885408.476,20422743.0477,0.000707067
G30,2020-06-20-04-50-00,-567094.678,25109245.252,-8248999.295,23282571.7506,-0.000245385
C01,2020-06-20-04-55-00,-34318624.709,24491130.56,-107410.207,37767171.0166,-0.000401829
C02,2020-06-20-04-55-00,4402853.906,41930129.414,-408147.508,37619163.7586,0.000270532
C03,2020-06-20-04-55-00,-14755510.453,39459255.301,550326.995,36484351.4147,0.000855392
C04,2020-06-20-04-55-00,-39580245.064,14477370.335,614298.462,38619213.9615,-0.000155776
C07,2020-06-20-04-55-00,-22752926.584,33687183.52,10352410.401,35944581.9457,3.21187E-05
C08,2020-06-20-04-55-00,-7067029.398,34943628.633,22861192.471,36222086.1957,-0.000322638
C10,2020-06-20-04-55-00,-9313471.776,34309782.863,22511651.897,35860448.1097,-0.000257692
C11,2020-06-20-04-55-00,2926105.209,18613517.733,20653201.591,22852435.2737,-0.000439634
C12,2020-06-20-04-55-00,-15242136.888,7293915.78,22229387.242,23000171.3677,0.000406329
C13,2020-06-20-04-55-00,2295188.927,41115670.985,9758130.171,36832330.2737,0.000500059
C21,2020-06-20-04-55-00,-25890209.26,9437574,4332383.291,24213789.1097,-0.000550763
C22,2020-06-20-04-55-00,-19935914.02,-4825828.54,18914592.126,25821902.8915,-0.00078302
C23,2020-06-20-04-55-00,13565663.479,13241802.588,20483749.576,25094278.4616,-0.000851447
C24,2020-06-20-04-55-00,-9200361.239,24288683.957,-10228505.921,24743517.2587,-0.000787071
C25,2020-06-20-04-55-00,4071477.692,26520350.203,7696608.043,23073118.5477,-0.000657979
G01,2020-06-20-04-55-00,-15181536.171,-673791.111,21595112.042,23155404.8366,1.27589E-05
G03,2020-06-20-04-55-00,-21226016.57,8710324.606,13222735.858,21807084.9617,-0.000214533
G06,2020-06-20-04-55-00,6284748.425,25741803.191,1455352.362,22592810.3917,-0.000291398
G17,2020-06-20-04-55-00,1068031.484,15611002.281,21890922.627,21647807.6887,0.000283498
G19,2020-06-20-04-55-00,9538203.865,16468663.586,18240348.05,22329763.3207,-0.000142832
G22,2020-06-20-04-55-00,-19081675.359,1536603.173,18565724.184,23250891.9696,-0.000777014
G28,2020-06-20-04-55-00,-8361623.369,20618445.395,15196087.96,20384366.9227,0.000707066
G30,2020-06-20-04-55-00,-743521.524,24806062.27,-9109549.779,23450165.0786,-0.000245387
C01,2020-06-20-05-00-00,-34318151.433,24490776.565,-123216.746,37767982.1336,-0.000401819
C02,2020-06-20-05-00-00,4403255.806,41930528.132,-378225.892,37616761.8676,0.000270525
C03,2020-06-20-05-00-00,-14756730.145,39458775.991,571351.224,36482795.7277,0.000855387
C04,2020-06-20-05-00-00,-39580489.482,14476660.797,612694.449,38619382.5706,-0.00015577
C07,2020-06-20-05-00-00,-22598112.575,33989422.625,9659986.261,35968440.7587,3.21094E-05
C08,2020-06-20-05-00-00,-6777643.514,34594208.674,23469894.101,36233084.9777,-0.000322645
C10,2020-06-20-05-00-00,-9297525.102,34653720.732,21973735.594,35854675.2737,-0.000257689
C11,2020-06-20-05-00-00,2337297.798,18215038.214,21078845.937,22820532.3987,-0.000439641
C12,2020-06-20-05-00-00,-15866741.905,6870630.816,21924086.566,23071633.2507,0.000406333
C13,2020-06-20-05-00-00,2667925.118,40911071.245,10497691.602,36819247.9307,0.000500065
C21,2020-06-20-05-00-00,-25761227.355,9330580.574,5242905.927,24127228.6957,-0.000550778
C22,2020-06-20-05-00-00,-19359694.765,-5142043.167,19424163.577,25871809.7735,-0.000783018
C23,2020-06-20-05-00-00,13497661.995,13933843.732,20064941.49,25002398.7506,-0.000851445
C24,2020-06-20-05-00-00,-9216465.805,23922104.233,-11045021.755,24923361.3056,-0.000787068
C25,2020-06-20-05-00-00,4018433.056,26767289.82,6820311.363,23137243.0007,-0.000657983
G01,2020-06-20-05-00-00,-15401913.661,-1476281.168,21410134.491,23343100.3756,1.27615E-05
G03,2020-06-20-05-00-00,-20913096.971,8287237.082,13971691.036,21826128.4777,-0.000214537
G06,2020-06-20-05-00-00,6200234.122,25691833.197,2417871.941,22459542.8057,-0.0002914
G17,2020-06-20-05-00-00,294538.649,15386889.168,22075182.12,21593211.5087,0.0002835
G19,2020-06-20-05-00-00,8845632.989,16262400.844,18757563.952,22222459.3137,-0.00014283
G22,2020-06-20-05-00-00,-18683226.536,949510.431,19014295.715,23362595.3986,-0.000777014
G28,2020-06-20-05-00-00,-8791134.977,20935965.514,14478897.961,20354260.3597,0.000707065
G30,2020-06-20-05-00-00,-932746.911,24474582.869,-9952410.921,23619190.1416,-0.000245389
C01,2020-06-20-05-05-00,-34317689.488,24490399.484,-138963.944,37768792.2346,-0.000401808
C02,2020-06-20-05-05-00,4403674.255,41930906.909,-348122.668,37614347.0786,0.000270517
C03,2020-06-20-05-05-00,-14757953.939,39458306.513,592101.919,36481282.2977,0.000855383
C04,2020-06-20-05-05-00,-39580743.718,14475954.888,610797.105,38619581.0866,-0.000155763
C05,2020-06-20-05-05-00,21892535.161,36017500.178,-418325.211,39634817.3755,-0.000488233
C07,2020-06-20-05-05-00,-22430060.972,34284339.854,8962865.921,35994687.0007,3.21E-05
C08,2020-06-20-05-05-00,-6503855.562,34232685.006,24067511.045,36245660.0477,-0.000322653
C10,2020-06-20-05-05-00,-9266523.859,34996524.934,21425235.097,35851022.2507,-0.000257686
C11,2020-06-20-05-05-00,1728444.346,17821578.352,21469886.684,22790274.8917,-0.000439649
C12,2020-06-20-05-05-00,-16490896.36,6466635.87,21582660.65,23143739.3757,0.000406336
C13,2020-06-20-05-05-00,3031374.371,40690580.658,11232284.773,36808091.6257,0.000500071
C21,2020-06-20-05-05-00,-25607054.616,9206436.466,6144763.66,24047540.2587,-0.000550793
C22,2020-06-20-05-05-00,-18775032.733,-5477627.246,19901659.906,25930168.9535,-0.000783016
C23,2020-06-20-05-05-00,13443833.433,14612228.405,19613026.617,24918574.5236,-0.000851444
C24,2020-06-20-05-05-00,-9238415.363,23528348.243,-11843319.511,25104463.7346,-0.000787065
C25,2020-06-20-05-05-00,3970850.64,26985085.188,5932763.998,23209629.3367,-0.000657986
G01,2020-06-20-05-05-00,-15634544.775,-2266693.506,21183495.988,23531560.6956,1.27639E-05
G03,2020-06-20-05-05-00,-20588867.404,7838165.604,14693655.089,21856477.8527,-0.00021454
G06,2020-06-20-05-05-00,6103877.004,25608806.558,3375751.318,22332416.3917,-0.000291402
G17,2020-06-20-05-05-00,-488875.791,15175884.4,22218810.781,21539638.5397,0.000283502
G19,2020-06-20-05-05-00,8131082.399,16062841.31,19238022.774,22116685.0477,-0.000142829
G22,2020-06-20-05-05-00,-18284509.273,343635.731,19426930.209,23482567.2816,-0.000777013
