sateid,date,x,y,z,pro,clk
C27,2020-06-20-20-10-00,-27024278.459,2309610.32,6504936.115,25001458.1486,0.000350897
C30,2020-06-20-20-10-00,-21580803.916,14119576.459,-10640782.46,25350055.8916,0.000334929
G03,2020-06-20-20-10-00,12082885.388,18275175.962,15024768.18,22906416.4146,-0.000215196
G14,2020-06-20-20-10-00,-16518735.389,18137999.768,10288440.586,20621582.9227,-0.000444842
G16,2020-06-20-20-10-00,284748.026,26314959.8,-344732.553,21809866.2507,-0.000172903
G22,2020-06-20-20-10-00,10306341.236,23256023.777,8108901.25,22935912.2507,-0.0007769
G26,2020-06-20-20-10-00,-6012656.576,22659744.313,12232521.769,20102222.3288,0.000229031
G29,2020-06-20-20-10-00,-20793295.226,-182442.273,16494780.391,23403746.1336,-0.000132392
G31,2020-06-20-20-10-00,-10383225.419,11710112.867,21461582.328,21071956.6338,-5.04266E-05
G32,2020-06-20-20-10-00,-20570663.047,16553155.206,2090990.355,21569873.9537,0.000303542
C01,2020-06-20-20-15-00,-34382365.319,24440342.368,627316.631,37736850.3286,-0.000399872
C02,2020-06-20-20-15-00,4440453.271,41915514.753,-795568.343,37651214.4306,0.000269118
C03,2020-06-20-20-15-00,-14685672.655,39524780.335,-1097709.029,36678636.7346,0.000854585
C04,2020-06-20-20-15-00,-39605744.737,14497287.696,-339858.271,38724514.0086,-0.000154546
C06,2020-06-20-20-15-00,-23867224.179,29399945.534,18495604.33,35751462.1567,0.000759205
C07,2020-06-20-20-15-00,-11204590.603,36818612.833,18008215.405,36191365.9147,3.03954E-05
C09,2020-06-20-20-15-00,-8526944.01,28659438.727,29830334.431,35961366.9537,0.000623367
C10,2020-06-20-20-15-00,-67943.63,42125208.25,5020167.545,37307033.3677,-0.000257143
C16,2020-06-20-20-15-00,-21738933.578,29734460.502,20434398.683,36052586.1647,-0.000613514
C19,2020-06-20-20-15-00,-3176976.714,27399260.818,4343771.052,22305659.4228,0.00045038
C20,2020-06-20-20-15-00,-13689483.038,20881901.178,-12476732.718,25327410.9846,-0.000849424
C22,2020-06-20-20-15-00,9362139.542,18191670.147,19003005.955,23868179.8207,-0.000782686
C27,2020-06-20-20-15-00,-26802048.926,2215485.905,7394089.86,24925671.2816,0.000350899
C30,2020-06-20-20-15-00,-21924931.252,14192817.348,-9806178.265,25198393.6256,0.00033493
G03,2020-06-20-20-15-00,12082442.334,18838851.088,14318357.387,22886402.5476,-0.0002152
G14,2020-06-20-20-15-00,-16869279.608,18259042.57,9435923.135,20669393.3137,-0.000444767
G16,2020-06-20-20-15-00,205382.184,26302635.244,628332.306,21650348.2897,-0.000172905
G22,2020-06-20-20-15-00,10261114.852,23554017.042,7241199.955,22982073.4147,-0.000776899
G26,2020-06-20-20-15-00,-6162628.805,22189977.313,12999663.285,20082178.7668,0.000229033
G29,2020-06-20-20-15-00,-20269694.551,-554509.849,17123551.61,23445962.1096,-0.000132395
G31,2020-06-20-20-15-00,-11114690.152,11347817.236,21302958.484,21117030.4927,-5.04276E-05
G32,2020-06-20-20-15-00,-20672750.028,16513335.051,1141162.893,21705022.9777,0.000303544
C01,2020-06-20-20-20-00,-34381940.978,24441263.006,635361.614,37736407.4536,-0.000399861
C02,2020-06-20-20-20-00,4440272.496,41914952.519,-821253.191,37653376.5476,0.00026911
C03,2020-06-20-20-20-00,-14685110.649,39524156.749,-1101599.61,36678321.6886,0.00085458
C04,2020-06-20-20-20-00,-39605401.7,14497798.419,-328455.563,38723258.2896,-0.00015454
C06,2020-06-20-20-20-00,-23871835.385,29774683.86,17859036.354,35745626.6957,0.000759208
C07,2020-06-20-20-20-00,-10923353.507,36604572.663,18606094.185,36184832.9067,3.03861E-05
C09,2020-06-20-20-20-00,-8722985.722,28984383.216,29448032.354,35930449.8987,0.000623374
C10,2020-06-20-20-20-00,278465.005,42036177.787,5729432.061,37281608.3677,-0.00025714
C16,2020-06-20-20-20-00,-21767263.049,30124106.853,19819120.589,36048707.6178,-0.000613512
C19,2020-06-20-20-20-00,-3239588.709,27520797.14,3426547.547,22402457.1027,0.000450384
C20,2020-06-20-20-20-00,-13624364.51,20444249.982,-13246702.698,25517673.1726,-0.000849422
C22,2020-06-20-20-20-00,9204091.703,18813601.3,18467827.924,23794592.7117,-0.000782684
C27,2020-06-20-20-20-00,-26552729.648,2108440.62,8271017.492,24856322.0476,0.000350901
C30,2020-06-20-20-20-00,-22240167.841,14263826.232,-8955371.228,25046817.8986,0.000334932
G03,2020-06-20-20-20-00,12088743.322,19375380.15,13584558.886,22876845.7196,-0.000215203
G14,2020-06-20-20-20-00,-17190655.384,18368678.843,8565398.188,20725782.8207,-0.000444679
G16,2020-06-20-20-20-00,124389.917,26254596.419,1600158.991,21498590.1257,-0.000172906
G22,2020-06-20-20-20-00,10213802.073,23820875.905,6359839.01,23036403.8366,-0.000776898
G26,2020-06-20-20-20-00,-6324713.495,21694616.339,13741589.663,20071425.7198,0.000229035
G29,2020-06-20-20-20-00,-19733671.933,-948963.526,17719465.793,23498635.3596,-0.000132397
G31,2020-06-20-20-20-00,-11845738.029,11001259.746,21103613.352,21164497.2197,-5.04284E-05
G32,2020-06-20-20-20-00,-20746981.073,16453377.608,189131.236,21847331.1647,0.000303546
C01,2020-06-20-20-25-00,-34381504.18,24442184.581,643103.075,37735976.0396,-0.00039985
C02,2020-06-20-20-25-00,4440066.515,41914388.797,-846545.133,37655507.5946,0.000269103
C03,2020-06-20-20-25-00,-14684582.42,39523527.964,-1104963.699,36677951.3836,0.000854576
C04,2020-06-20-20-25-00,-39605052.566,14498299.548,-316895.625,38721983.0786,-0.000154533
C06,2020-06-20-20-25-00,-23860028.046,30149234.608,17213903.118,35741641.9777,0.000759211
C07,2020-06-20-20-25-00,-10651857.534,36378838.741,19195271.188,36179897.9227,3.03769E-05
C09,2020-06-20-20-25-00,-8904645.25,29317657.088,29051702.915,35900470.9307,0.000623382
C10,2020-06-20-20-25-00,620659.12,41932450.278,6436004.466,37257975.5237,-0.000257137
C16,2020-06-20-20-25-00,-21778490.596,30514572.849,19194327.019,36046681.9308,-0.000613509
C19,2020-06-20-20-25-00,-3293741.456,27612700.351,2503676.415,22507014.4388,0.000450387
C20,2020-06-20-20-25-00,-13563024.291,19979886.947,-13994818.377,25708650.4696,-0.00084942
C22,2020-06-20-20-25-00,9062162.394,19420103.158,17902223.079,23729763.4617,-0.000782683
C27,2020-06-20-20-25-00,-26277199.727,1987433.861,9134268.363,24793782.2116,0.000350903
C30,2020-06-20-20-25-00,-22526269.295,14331249.063,-8089766.454,24895806.5556,0.000334934
G03,2020-06-20-20-25-00,12100577.55,19883738.731,12824785.836,22877656.3916,-0.000215207
G04,2020-06-20-20-25-00,14184499.508,7793222.54,21077817.966,24480676.1485,-0.000104969
G14,2020-06-20-20-25-00,-17482885.132,18465422.775,7678502.325,20790815.0557,-0.000444605
G16,2020-06-20-20-25-00,40331.807,26170974.442,2568830.589,21354880.3987,-0.000172908
G22,2020-06-20-20-25-00,10163087.967,24056314.716,5466472.976,23098557.5007,-0.000776898
G26,2020-06-20-20-25-00,-6499769.184,21174945.818,14456869.338,20069785.4778,0.000229037
G27,2020-06-20-20-25-00,-7343745.547,19832851.056,-15998898.748,24894379.2975,-0.000325693
G29,2020-06-20-20-25-00,-19186971.214,-1365740.311,18281373.721,23561680.4926,-0.0001324
G31,2020-06-20-20-25-00,-12574650.624,10670907.176,20863977.924,21214323.9388,-5.04291E-05
G32,2020-06-20-20-25-00,-20794139.695,16372156.689,-763265.759,21996573.6957,0.000303548
C01,2020-06-20-20-30-00,-34381055.25,24443106.782,650537.331,37735557.8756,-0.00039984
C02,2020-06-20-20-30-00,4439835.279,41913824.554,-871432.05,37657607.4536,0.000269095
C03,2020-06-20-20-30-00,-14684087.843,39522894.513,-1107799.651,36677526.6336,0.000854572
C04,2020-06-20-20-30-00,-39604697.456,14498790.682,-305183.972,38720690.3756,-0.000154526
C05,2020-06-20-20-30-00,21947493.489,35996477.659,-542152.038,39664691.1485,-0.000491944
C06,2020-06-20-20-30-00,-23831819.065,30522870.137,16560508.807,35739586.6957,0.000759214
C07,2020-06-20-20-30-00,-10390601.711,36141844.943,19775470.446,36176494.9617,3.03678E-05
C09,2020-06-20-20-30-00,-9071570.596,29658617.499,28641528.439,35871531.8837,0.00062339
C10,2020-06-20-20-30-00,958003.02,41814226.318,7139553.298,37236097.4777,-0.000257134
C16,2020-06-20-20-30-00,-21772594.916,30905106.421,18560316.293,36046588.7737,-0.000613507
C19,2020-06-20-20-30-00,-3340677.744,27674515.276,1576678.262,22618985.0868,0.000450391
C20,2020-06-20-20-30-00,-13506684.788,19489544.625,-14719843.126,25899924.3446,-0.000849418
C22,2020-06-20-20-30-00,8935812.259,20009774.382,17307124.378,23673881.5557,-0.000782681
C27,2020-06-20-20-30-00,-25976413.548,1851481.575,9982414.356,24738399.4386,0.000350905
C30,2020-06-20-20-30-00,-22783084.805,14393727.387,-7210793.656,24745840.8526,0.000334936
G03,2020-06-20-20-30-00,12116683.485,20362997.518,12040499.936,22888698.4386,-0.00021521
G04,2020-06-20-20-30-00,13558558.495,8301736.974,21293665.57,24288312.0085,-0.00010497
G14,2020-06-20-20-30-00,-17746095.592,18547809.459,6776908.403,20864521.6807,-0.000444516
G16,2020-06-20-20-30-00,-48218.372,26052019.427,3532433.508,21219477.6337,-0.000172909
G22,2020-06-20-20-30-00,10107651.695,24260147.923,4562781.039,23168155.2507,-0.000776897
G26,2020-06-20-20-30-00,-6688578.185,20632322.035,15144123.901,20077048.2898,0.000229039
G27,2020-06-20-20-30-00,-7833334.679,20169348.881,-15315826.113,24681777.9385,-0.000325696
G29,2020-06-20-20-30-00,-18631346.983,-1804668.255,18808191.208,23634957.0556,-0.000132402
G31,2020-06-20-20-30-00,-13299697.58,10357125.886,20584558.728,21266489.4777,-5.04297E-05
G32,2020-06-20-20-30-00,-20815097.22,16268613.911,-1714187.23,22152500.2587,0.00030355
C01,2020-06-20-20-35-00,-34380594.514,24444029.299,657660.848,37735151.7736,-0.000399829
C02,2020-06-20-20-35-00,4439578.784,41913260.762,-895902.019,37659672.9776,0.000269087
C03,2020-06-20-20-35-00,-14683626.767,39522256.912,-1110106.079,36677047.2346,0.000854567
C04,2020-06-20-20-35-00,-39604336.497,14499271.424,-293326.19,38719377.8916,-0.00015452
C06,2020-06-20-20-35-00,-23787257.202,30894864.035,15899161.974,35739535.0317,0.000759217
C07,2020-06-20-20-35-00,-10140065.686,35894046.27,20346420.066,36174555.7117,3.03585E-05
C09,2020-06-20-20-35-00,-9223438.102,30006606.648,28217697.994,35843733.1887,0.000623398
C10,2020-06-20-20-35-00,1289870.386,41681733.795,7839748.589,37215937.0397,-0.000257131
C16,2020-06-20-20-35-00,-21749587.666,31294955.243,17917391.281,36048507.6487,-0.000613505
C19,2020-06-20-20-35-00,-3381666.724,27705876.786,647080.809,22738002.1487,0.000450394
C20,2020-06-20-20-35-00,-13456528.683,18974038.767,-15420578.15,26091076.3365,-0.000849416
C22,2020-06-20-20-35-00,8824423.324,20581258.592,16683513.207,23627106.0007,-0.000782679
C27,2020-06-20-20-35-00,-25651397.086,1699660.631,10814052.265,24690497.4846,0.000350907
C30,2020-06-20-20-35-00,-23010557.394,14449904.05,-6319904.79,24597412.1956,0.000334937
G03,2020-06-20-20-35-00,12135754.901,20812325.626,11233208.577,22909785.2426,-0.000215214
G04,2020-06-20-20-35-00,12935781.32,8825678.8,21468813.702,24096916.5635,-0.000104972
G14,2020-06-20-20-35-00,-17980516.927,18614401.758,5862322.563,20946898.9537,-0.000444433
G16,2020-06-20-20-35-00,-142666.346,25898099.6,4489061.611,21092609.0637,-0.000172911
G22,2020-06-20-20-35-00,10046172.817,24432290.6,3650464.028,23244794.3526,-0.000776897
G26,2020-06-20-20-35-00,-6891842.453,20068167.583,15802030.806,20092976.2898,0.000229042
G27,2020-06-20-20-35-00,-8297044.916,20497518.479,-14603261.003,24467665.1565,-0.000325699
G29,2020-06-20-20-35-00,-18068557.286,-2265466.376,19298901.236,23718282.5946,-0.000132405
G31,2020-06-20-20-35-00,-14019143.382,10060181.002,20265936.498,21320986.3917,-5.04307E-05
G32,2020-06-20-20-35-00,-20810808.521,16141764.036,-2661793.971,22314836.6027,0.000303552
C01,2020-06-20-20-40-00,-34380122.293,24444951.829,664470.239,37734759.2426,-0.000399818
C02,2020-06-20-20-40-00,4439297.067,41912698.397,-919943.315,37661704.6956,0.000269079
C03,2020-06-20-20-40-00,-14683199.015,39521615.662,-1111881.844,36676513.4226,0.000854563
C04,2020-06-20-20-40-00,-39603969.826,14499741.378,-281327.937,38718049.5946,-0.000154513
C05,2020-06-20-20-40-00,21946969.029,35995356.274,-583634.179,39667472.5705,-0.000491984
C06,2020-06-20-20-40-00,-23726423.009,31264492.507,15230175.397,35741561.5397,0.000759219
C07,2020-06-20-20-40-00,-9900708.836,35635917.985,20907852.348,36174010.6097,3.0349E-05
C09,2020-06-20-20-40-00,-9359953.088,30360953.032,27780407.31,35817176.2977,0.000623405
C10,2020-06-20-20-40-00,1615645.454,41535227.452,8536262.018,37197452.3597,-0.000257128
C16,2020-06-20-20-40-00,-21709513.449,31683368.18,17265859.259,36052514.6647,-0.000613502
C19,2020-06-20-20-40-00,-3417998.457,27706511.287,-283583.621,22863674.7977,0.000450398
C20,2020-06-20-20-40-00,-13413693.961,18434265.536,-16095864.478,26281700.5945,-0.000849414
C22,2020-06-20-20-40-00,8727301.804,21133249.316,16032417.761,23589560.6417,-0.000782677
C27,2020-06-20-20-40-00,-25303243.95,1531112.953,11627806.132,24650372.7976,0.000350909
C30,2020-06-20-20-40-00,-23208723.823,14498428.9,-5418571.648,24451013.6726,0.000334939
G03,2020-06-20-20-40-00,12156447.111,21230993.519,10404461.912,22940693.7426,-0.000215218
G04,2020-06-20-20-40-00,12317713.363,9364123.841,21602924.619,23906908.6176,-0.000104973
G14,2020-06-20-20-40-00,-18186481.371,18663797.104,4936481.133,21037910.6647,-0.000444337
G16,2020-06-20-20-40-00,-244390.113,25709699.88,5436820.353,20974471.3917,-0.000172912
G22,2020-06-20-20-40-00,9977337.612,24572758.572,2731241.378,23328047.7587,-0.000776896
G26,2020-06-20-20-40-00,-7110179.837,19483965.54,16429325.945,20117306.2818,0.000229044
G27,2020-06-20-20-40-00,-8734588.841,20815704.021,-13862545.507,24252567.2976,-0.000325702
G29,2020-06-20-20-40-00,-17500356.327,-2747745.066,19752555.965,23811434.2896,-0.000132408
G31,2020-06-20-20-40-00,-14731254.13,9780236.062,19908764.726,21377820.9147,-5.04313E-05
G32,2020-06-20-20-40-00,-20782307.394,15990700.016,-3604252.099,22483286.8597,0.000303554
C01,2020-06-20-20-45-00,-34379638.911,24445874.072,670962.267,37734379.9066,-0.000399808
C02,2020-06-20-20-45-00,4438990.208,41912138.44,-943544.421,37663700.7276,0.000269072
C03,2020-06-20-20-45-00,-14682804.389,39520971.248,-1113126.064,36675926.4456,0.000854559
C04,2020-06-20-20-45-00,-39603597.591,14500200.154,-269194.936,38716704.3206,-0.000154506
C05,2020-06-20-20-45-00,21946668.844,35994810.713,-603961.738,39668828.9385,-0.000492005
C06,2020-06-20-20-45-00,-23649428.701,31631035.781,14553865.936,35745735.4067,0.000759222
C07,2020-06-20-20-45-00,-9672969.406,35367954.716,21459503.902,36174787.6177,3.03397E-05
C09,2020-06-20-20-45-00,-9480850.429,30720972.718,27329858.707,35791961.2117,0.000623413
C10,2020-06-20-20-45-00,1934724.168,41374988.398,9228767.049,37180598.8597,-0.000257125
C16,2020-06-20-20-45-00,-21652449.735,32069596.735,16606031.76,36058681.2508,-0.0006135
C19,2020-06-20-20-45-00,-3450978.377,27676237.849,-1213780.615,22995594.3917,0.000450402
C22,2020-06-20-20-45-00,8643681.204,21664494.757,15354911.358,23561335.0397,-0.000782675
C27,2020-06-20-20-45-00,-24933111.164,1345049.397,12422329.543,24618293.1257,0.000350911
C30,2020-06-20-20-45-00,-23377714.121,14537964.464,-4508283.42,24307140.2666,0.000334941
G03,2020-06-20-20-45-00,12177383.372,21618375.491,9555849.857,22981149.6486,-0.000215221
G04,2020-06-20-20-45-00,11705850.981,9916060.368,21695738.82,23718710.5946,-0.000104975
G14,2020-06-20-20-45-00,-18364421.449,18694634.192,4001147.434,21137483.4457,-0.00044426
G16,2020-06-20-20-45-00,-354732.825,25487419.944,6373830.916,20865225.0477,-0.000172913
G22,2020-06-20-20-45-00,9899845.398,24681668.132,1806848.043,23417463.4537,-0.000776895
G26,2020-06-20-20-45-00,-7344120.705,18881253.407,17024806.102,20149750.5168,0.000229046
G27,2020-06-20-20-45-00,-9145787.675,21122253.071,-13095079.27,24037029.6415,-0.000325705
G29,2020-06-20-20-45-00,-16928487.213,-3251006.974,20168278.604,23914148.3915,-0.00013241
G31,2020-06-20-20-45-00,-15434304.296,9517353.092,19513768.092,21437008.8057,-5.04321E-05
G32,2020-06-20-20-45-00,-20730701.599,15814597.698,-4539736.726,22657531.1337,0.000303556
C01,2020-06-20-20-50-00,-34379144.688,24446795.732,677133.848,37734013.3286,-0.000399797
C02,2020-06-20-20-50-00,4438658.329,41911581.87,-966694.026,37665660.1176,0.000269064
C03,2020-06-20-20-50-00,-14682442.668,39520324.139,-1113838.107,36675285.0636,0.000854554
C04,2020-06-20-20-50-00,-39603219.944,14500647.366,-256932.976,38715342.8286,-0.0001545
C05,2020-06-20-20-50-00,21946343.649,35994276.135,-624000.594,39670160.3445,-0.000492025
C06,2020-06-20-20-50-00,-23556417.972,31993779.494,13870554.394,35752121.1887,0.000759225
C07,2020-06-20-20-50-00,-9457263.686,35090669.528,22001115.767,36176813.6727,3.03303E-05
C09,2020-06-20-20-50-00,-9585895.087,31085970.647,26866261.003,35768187.4227,0.000623421
C10,2020-06-20-20-50-00,2246515.304,41201323.571,9916939.077,37165326.2977,-0.000257122
C16,2020-06-20-20-50-00,-21578506.717,32452896.483,15938224.431,36067075.6728,-0.000613498
C19,2020-06-20-20-50-00,-3481921.693,27614969.003,-2141976.199,23133332.4307,0.000450405
C22,2020-06-20-20-50-00,8572725.711,22173802.35,14652110.682,23542482.5557,-0.000782674
C27,2020-06-20-20-50-00,-24542214.71,1140753.353,13196307.867,24594493.0476,0.000350913
C30,2020-06-20-20-50-00,-23517750.77,14567191.588,-3590544.225,24166288.7197,0.000334942
G03,2020-06-20-20-50-00,12197161.435,21973951.727,8688999.023,23030842.5636,-0.000215225
G04,2020-06-20-20-50-00,11101635.627,10480392.813,21747075.563,23532767.3526,-0.000104976
G14,2020-06-20-20-50-00,-18514867.755,18705599.551,3058108.497,21245510.1027,-0.000444185
G16,2020-06-20-20-50-00,-474995.822,25231971.76,7298234.318,20764995.0167,-0.000172915
G22,2020-06-20-20-50-00,9812414.824,24759235.351,879031.361,23512571.2976,-0.000776895
G26,2020-06-20-20-50-00,-7594104.98,18261616.819,17587331.268,20190002.4778,0.000229048
G27,2020-06-20-20-50-00,-9530571.462,21415523.914,-12302316.975,23821608.4846,-0.000325708
G29,2020-06-20-20-50-00,-16354674.742,-3774648.363,20545265.158,24026121.6255,-0.000132413
G31,2020-06-20-20-50-00,-16126583.425,9271493.14,19081740.774,21498575.9227,-5.04328E-05
G32,2020-06-20-20-50-00,-20657167.577,15612720.188,-5466435.611,22837233.4227,0.000303558
C01,2020-06-20-20-55-00,-34378639.942,24447716.514,682982.048,37733661.2196,-0.000399786
C02,2020-06-20-20-55-00,4438301.593,41911029.665,-989381.039,37667582.2036,0.000269056
C03,2020-06-20-20-55-00,-14682113.608,39519674.788,-1114017.599,36674589.9846,0.00085455
C04,2020-06-20-20-55-00,-39602837.051,14501082.63,-244547.909,38713966.5706,-0.000154493
C06,2020-06-20-20-55-00,-23447565.74,32352016.075,13180565.361,35760781.7117,0.000759228
C07,2020-06-20-20-55-00,-9253985.239,34804592.955,22532433.522,36180012.8137,3.03209E-05
C09,2020-06-20-20-55-00,-9674882.576,31455241.96,26389829.434,35745952.9387,0.000623428
C10,2020-06-20-20-55-00,2550441.587,41014565.159,10600455.57,37151584.7037,-0.000257119
C16,2020-06-20-20-55-00,-21487827.108,32832528.508,15262756.875,36077763.6728,-0.000613495
C19,2020-06-20-20-55-00,-3512147.754,27522711.165,-3066639.357,23276448.9067,0.000450409
C22,2020-06-20-20-55-00,8513533.86,22660043.099,13925173.947,23533018.8757,-0.000782672
C27,2020-06-20-20-55-00,-24131824.848,917584.067,13948460.453,24579178.6567,0.000350915
C30,2020-06-20-20-55-00,-23629147.529,14584815.009,-2666870.619,24028952.0867,0.000334944
G03,2020-06-20-20-55-00,12214360.198,22297309.916,7805569.593,23089423.8446,-0.000215228
G04,2020-06-20-20-55-00,10506448.22,11055945.845,21756833.235,23349536.0006,-0.000104978
G14,2020-06-20-20-55-00,-18638446.309,18695433.953,2109171.684,21361849.6257,-0.00044409
G16,2020-06-20-20-55-00,-606431.839,24944176.633,8208195.496,20673873.7978,-0.000172916
G22,2020-06-20-20-55-00,9713790.103,24805774.987,-50452.118,23612886.3206,-0.000776894
G26,2020-06-20-20-55-00,-7860479.587,17626683.077,18115826.82,20237736.3058,0.00022905
G27,2020-06-20-20-55-00,-9888978.764,21693892.888,-11485765.674,23606874.1566,-0.000325711
G29,2020-06-20-20-55-00,-15780618.302,-4317960.934,20882786.016,24147019.0085,-0.000132415
G31,2020-06-20-20-55-00,-16806402.762,9042517.235,18613544.659,21562560.1177,-5.04336E-05
G32,2020-06-20-20-55-00,-20562944.885,15384421.842,-6382552.798,23022038.1726,0.00030356
C01,2020-06-20-21-00-00,-34378124.99,24448636.132,688504.091,37733321.8836,-0.000399776
C02,2020-06-20-21-00-00,4437920.209,41910482.8,-1011594.588,37669465.8756,0.000269049
C03,2020-06-20-21-00-00,-14681816.945,39519023.629,-1113664.418,36673842.7426,0.000854545
C04,2020-06-20-21-00-00,-39602449.084,14501505.572,-232045.643,38712577.2736,-0.000154486
C05,2020-06-20-21-00-00,21945619.291,35993242.564,-663173.931,39672748.5945,-0.000492065
C06,2020-06-20-21-00-00,-23323077.841,32705046.118,12484227.073,35771774.6727,0.000759231
C07,2020-06-20-21-00-00,-9063504.157,34510272.002,23053207.401,36184309.1257,3.03117E-05
C09,2020-06-20-21-00-00,-9747639.373,31828073.34,25900785.561,35725356.0867,0.000623436
C10,2020-06-20-21-00-00,2845940.765,40815069.96,11278996.212,37139320.7977,-0.000257116
C16,2020-06-20-21-00-00,-21380585.873,33207760.819,14579952.503,36090806.4848,-0.000613493
C19,2020-06-20-21-00-00,-3542974.398,27399564.715,-3986244.558,23424491.0477,0.000450412
C22,2020-06-20-21-00-00,8465142.462,23122155.674,13175299.002,23532924.1417,-0.00078267
C27,2020-06-20-21-00-00,-23703261.24,674979.662,14677542.76,24572520.5477,0.000350917
C30,2020-06-20-21-00-00,-23712307.906,14589568.844,-1738789.075,23895623.9847,0.000334946
G03,2020-06-20-21-00-00,12227546.454,22588146.415,6907252.132,23156505.5396,-0.000215232
G04,2020-06-20-21-00-00,9921603.781,11641468.814,21724989.569,23169484.4776,-0.000104979
G14,2020-06-20-21-00-00,-18735875.484,18662938.629,1156161.235,21486328.9927,-0.000444013
G16,2020-06-20-21-00-00,-750238.446,24624961.734,9101907.346,20591915.3368,-0.000172918
G22,2020-06-20-21-00-00,9602747.16,24821698.986,-979839.852,23717910.7426,-0.000776894
G26,2020-06-20-21-00-00,-8143496.32,16978114.517,18609285.55,20292613.2668,0.000229052
G27,2020-06-20-21-00-00,-10221155.893,21955761.674,-10646982.003,23393410.1096,-0.000325714
G29,2020-06-20-21-00-00,-15207984.877,-4880134.118,21180187.412,24276471.2665,-0.000132418
G31,2020-06-20-21-00-00,-17472101.774,8830187.786,18110107.437,21629009.5557,-5.04344E-05
G32,2020-06-20-21-00-00,-20449330.353,15129151.861,-7286312.231,23211575.2037,0.000303562
C01,2020-06-20-21-05-00,-34377600.146,24449554.298,693697.353,37732996.8986,-0.000399765
C02,2020-06-20-21-05-00,4437514.426,41909942.246,-1033324.029,37671309.7666,0.000269041
C03,2020-06-20-21-05-00,-14681552.396,39518371.078,-1112778.696,36673041.5396,0.000854541
C04,2020-06-20-21-05-00,-39602056.225,14501915.82,-219432.144,38711172.1646,-0.000154479
C06,2020-06-20-21-05-00,-23183190.655,33052179.739,11781871.251,35785154.1957,0.000759234
C07,2020-06-20-21-05-00,-8886166.372,34208269.111,23563192.404,36189626.2817,3.03024E-05
C09,2020-06-20-21-05-00,-9804023.272,32203744.376,25399357.178,35706491.1647,0.000623444
C10,2020-06-20-21-05-00,3132466.66,40603218.711,11952243.039,37128475.8207,-0.000257113
C16,2020-06-20-21-05-00,-21256989.901,33577869.767,13890138.378,36106260.8448,-0.000613491
C19,2020-06-20-21-05-00,-3575712.299,27245723.713,-4899274.267,23576994.9307,0.000450416
C22,2020-06-20-21-05-00,8426530.78,23559150.248,12403721.366,23542138.4307,-0.000782668
C27,2020-06-20-21-05-00,-23257887.874,412459.844,15382348.43,24574654.9696,0.000350918
C30,2020-06-20-21-05-00,-23767723.296,14580221.962,-807833.453,23766788.7817,0.000334947
G03,2020-06-20-21-05-00,12235281.688,22846266.969,5995764.367,23231669.8916,-0.000215236
G04,2020-06-20-21-05-00,9348346.368,12235640.516,21651601.715,22993094.7196,-0.00010498
G14,2020-06-20-21-05-00,-18807962.534,18606981.269,200914.731,21618740.5167,-0.000443939
G16,2020-06-20-21-05-00,-907551.721,24275356.175,9977594.701,20519138.1098,-0.000172919
G22,2020-06-20-21-05-00,9478099.675,24807514.589,-1907366.544,23827132.2116,-0.000776893
G26,2020-06-20-21-05-00,-8443310.155,16317601.747,19066769.555,20354281.7278,0.000229054
G27,2020-06-20-21-05-00,-10527355.662,22199564.519,-9787569.259,23181807.5086,-0.000325717
G29,2020-06-20-21-05-00,-14638402.219,-5460257.816,21436892.729,24414084.6566,-0.000132421
G31,2020-06-20-21-05-00,-18122054.54,8634170.391,17572420.607,21697976.4307,-5.04354E-05
G32,2020-06-20-21-05-00,-20317672.005,14846457.488,-8175961.322,23405458.1956,0.000303564
C01,2020-06-20-21-10-00,-34377065.722,24450470.73,698559.37,37732685.4846,-0.000399754
C02,2020-06-20-21-10-00,4437084.534,41909408.964,-1054558.95,37673112.6806,0.000269033
C03,2020-06-20-21-10-00,-14681319.656,39517717.536,-1111360.822,36672187.9926,0.000854537
C04,2020-06-20-21-10-00,-39601658.662,14502313.009,-206713.433,38709755.5166,-0.000154473
C06,2020-06-20-21-10-00,-23028170.68,33392737.913,11073832.954,35800970.0867,0.000759237
C07,2020-06-20-21-10-00,-8722293.005,33899161.108,24062148.407,36195885.3287,3.02931E-05
C09,2020-06-20-21-10-00,-9843923.678,32581528.939,24885778.214,35689452.8137,0.000623452
C10,2020-06-20-21-10-00,3409490.194,40379415.362,12619880.585,37118991.4067,-0.000257111
C16,2020-06-20-21-10-00,-21117277.61,33942141.431,13193645.058,36124179.4618,-0.000613488
C19,2020-06-20-21-10-00,-3611659.353,27061475.264,-5804221.453,23733490.0637,0.000450419
C22,2020-06-20-21-10-00,8396624.925,23970112.071,11611712.204,23560566.5397,-0.000782667
C27,2020-06-20-21-10-00,-22797107.84,129628.295,16061711.303,24585682.1176,0.00035092
C30,2020-06-20-21-10-00,-23795970.768,14555583.234,124457.55,23642925.0087,0.000334949
G03,2020-06-20-21-10-00,12236128.901,23071586.967,5072847.905,23314467.8596,-0.000215239
G04,2020-06-20-21-10-00,8787844.322,12837074.295,21536806.159,22820854.6176,-0.000104982
G14,2020-06-20-21-10-00,-18855599.722,18526501.774,-754720.508,21758845.4387,-0.000443871
G16,2020-06-20-21-10-00,-1079440.218,23896486.599,10833518.246,20455525.5317,-0.00017292
