sateid,date,pro,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
G04,2020-06-20-22-10-00,21256707.84,6,7,0,7,8,4,4,7
G08,2020-06-20-22-10-00,22770172.43,0,1,7,2,4,3,0,6
G09,2020-06-20-22-10-00,23819185.03,9,1,8,5,0,3,1,6
G14,2020-06-20-22-10-00,23918785.93,8,7,8,5,9,3,0,5
G16,2020-06-20-22-10-00,20357578.98,7,5,7,8,9,7,7,7
G21,2020-06-20-22-10-00,24165971.66,5,9,7,1,6,6,4,6
G26,2020-06-20-22-10-00,21609866.06,9,8,6,6,0,5,5,7
G27,2020-06-20-22-10-00,20874145.01,4,1,4,5,0,0,8,8
G31,2020-06-20-22-10-00,22857000.7,7,0,0,0,7,0,3,7
C01,2020-06-20-22-15-00,37729956.4,9,9,5,6,3,9,8,6
C02,2020-06-20-22-15-00,37692421.78,2,4,2,1,7,8,1,6
C03,2020-06-20-22-15-00,36656507.84,6,5,0,7,8,4,4,6
C04,2020-06-20-22-15-00,38690491.62,0,4,9,1,6,1,7,5
C05,2020-06-20-22-15-00,39688438.95,8,4,3,8,9,4,5,5
C06,2020-06-20-22-15-00,36242190.17,2,1,9,0,1,7,2,7
C07,2020-06-20-22-15-00,36327207.31,7,2,0,7,3,0,5,7
C09,2020-06-20-22-15-00,35672023.98,2,0,2,3,9,7,7,7
C10,2020-06-20-22-15-00,37089193.47,9,1,9,3,4,6,9,7
C16,2020-06-20-22-15-00,36596725.28,6,7,2,5,2,8,1,7
C19,2020-06-20-22-15-00,25914795.71,4,7,9,5,7,1,1,6
C21,2020-06-20-22-15-00,25383197.81,3,1,9,7,8,1,3,6
C22,2020-06-20-22-15-00,24533596.86,3,5,9,6,8,5,9,7
C27,2020-06-20-22-15-00,25520431.34,0,4,3,1,3,4,4,5
C29,2020-06-20-22-15-00,23637679.18,7,6,7,9,1,8,0,7
C30,2020-06-20-22-15-00,22673229.75,3,2,2,9,7,5,0,8
G03,2020-06-20-22-15-00,24846637.13,6,6,3,7,1,2,5,5
G04,2020-06-20-22-15-00,21182159.84,2,1,5,9,8,4,4,7
G08,2020-06-20-22-15-00,22570742.8,0,7,4,2,7,9,7,6
G09,2020-06-20-22-15-00,23652189.27,2,1,8,9,2,7,3,6
G14,2020-06-20-22-15-00,24126369.06,6,3,6,9,0,6,3,6
G16,2020-06-20-22-15-00,20397842.81,7,8,4,2,8,0,5,7
G21,2020-06-20-22-15-00,24105463.39,5,4,6,3,3,9,1,6
G26,2020-06-20-22-15-00,21729463.52,9,4,6,3,5,2,3,7
G27,2020-06-20-22-15-00,20750758.34,0,7,5,8,3,4,4,8
G31,2020-06-20-22-15-00,22968991.24,8,9,9,1,2,4,2,7
C01,2020-06-20-22-20-00,37729851.91,9,8,5,1,9,1,4,6
C02,2020-06-20-22-20-00,37693561.08,3,5,6,1,0,7,8,6
C03,2020-06-20-22-20-00,36654969.31,4,9,6,9,3,1,3,6
C04,2020-06-20-22-20-00,38688972.2,8,9,7,2,2,0,3,6
C05,2020-06-20-22-20-00,39689225.59,9,2,2,5,5,8,6,5
C06,2020-06-20-22-20-00,36294610.84,4,6,1,0,8,3,6,7
C07,2020-06-20-22-20-00,36338468.06,8,4,6,8,0,6,3,7
C09,2020-06-20-22-20-00,35688815.24,8,8,1,5,2,4,2,7
C10,2020-06-20-22-20-00,37091590.87,1,5,9,0,8,6,7,7
C16,2020-06-20-22-20-00,36651964.81,1,9,6,4,8,1,3,7
C19,2020-06-20-22-20-00,26077842.98,7,8,4,2,9,8,4,5
C21,2020-06-20-22-20-00,25377238.16,7,2,3,8,1,5,6,6
C22,2020-06-20-22-20-00,24652860.69,2,8,6,0,6,8,8,6
C27,2020-06-20-22-20-00,25647296.07,7,2,9,6,0,7,0,5
C29,2020-06-20-22-20-00,23473759.64,3,7,5,9,6,4,1,7
C30,2020-06-20-22-20-00,22659006.31,9,0,0,6,3,1,3,7
G04,2020-06-20-22-20-00,21117983.94,7,9,8,3,9,3,8,7
G08,2020-06-20-22-20-00,22376153.36,6,1,5,3,3,5,9,7
G09,2020-06-20-22-20-00,23491373.46,1,3,7,3,4,6,1,6
G14,2020-06-20-22-20-00,24336085.12,6,0,8,5,1,1,7,5
G16,2020-06-20-22-20-00,20444165.77,4,1,6,5,7,7,3,7
G18,2020-06-20-22-20-00,25025201.06,5,2,0,1,0,6,3,4
G21,2020-06-20-22-20-00,24050720.23,0,7,2,0,2,2,7,5
G26,2020-06-20-22-20-00,21850869.31,0,8,6,9,3,0,5,7
G27,2020-06-20-22-20-00,20637590.45,7,5,9,0,4,5,3,8
G31,2020-06-20-22-20-00,23084553.72,4,5,5,3,7,1,9,7
C01,2020-06-20-22-25-00,37729763.33,9,7,6,3,3,2,8,6
C02,2020-06-20-22-25-00,37694646.41,4,6,4,6,4,0,6,6
C03,2020-06-20-22-25-00,36653387.2,3,3,8,7,1,9,5,6
C04,2020-06-20-22-25-00,38687451.27,7,4,5,1,2,7,3,5
C05,2020-06-20-22-25-00,39689975.78,9,9,7,5,7,8,1,5
C06,2020-06-20-22-25-00,36349615.19,9,6,1,5,1,8,8,7
C07,2020-06-20-22-25-00,36349533.59,9,5,3,3,5,9,4,7
C09,2020-06-20-22-25-00,35708460.97,8,4,6,0,9,6,9,7
C10,2020-06-20-22-25-00,37094287.84,4,2,8,7,8,4,4,7
C16,2020-06-20-22-25-00,36709861.75,9,8,6,1,7,5,0,7
C21,2020-06-20-22-25-00,25379726.52,9,7,2,6,5,2,3,6
C22,2020-06-20-22-25-00,24776337.97,6,3,3,7,9,6,9,6
C27,2020-06-20-22-25-00,25780619.13,0,6,1,9,1,2,5,5
C29,2020-06-20-22-25-00,23314139.24,4,1,3,9,2,4,2,7
C30,2020-06-20-22-25-00,22654369.67,4,3,6,9,6,7,2,8
G04,2020-06-20-22-25-00,21064445.22,4,4,4,5,2,1,9,7
G08,2020-06-20-22-25-00,22186915.98,6,9,1,5,9,8,4,7
G09,2020-06-20-22-25-00,23337222.97,7,2,2,2,9,6,9,6
G16,2020-06-20-22-25-00,20496216.29,6,2,1,6,2,8,9,7
G21,2020-06-20-22-25-00,24002144.18,2,1,4,4,1,8,0,6
G26,2020-06-20-22-25-00,21973848.38,3,8,4,8,3,8,3,7
G27,2020-06-20-22-25-00,20535014.64,5,0,1,4,6,4,1,8
G31,2020-06-20-22-25-00,23203720.14,3,7,2,0,1,4,1,7
C01,2020-06-20-22-30-00,37729690.96,9,6,9,0,9,6,1,6
C02,2020-06-20-22-30-00,37695679.21,5,6,7,9,2,1,1,6
C03,2020-06-20-22-30-00,36651762.56,1,7,6,2,5,5,5,6
C04,2020-06-20-22-30-00,38685930.93,5,9,3,0,9,3,0,5
C05,2020-06-20-22-30-00,39690691.88,0,6,9,1,8,8,3,5
C06,2020-06-20-22-30-00,36407172.48,7,1,7,2,4,7,7,7
C07,2020-06-20-22-30-00,36360337.31,0,3,3,7,3,1,3,7
C09,2020-06-20-22-30-00,35730995.73,0,9,9,5,7,2,7,7
C10,2020-06-20-22-30-00,37097212.22,7,2,1,2,2,1,9,7
C16,2020-06-20-22-30-00,36770384.54,0,3,8,4,5,3,9,7
C21,2020-06-20-22-30-00,25390533.76,0,5,3,3,7,5,8,6
C22,2020-06-20-22-30-00,24903550.43,3,5,5,0,4,3,0,7
C27,2020-06-20-22-30-00,25920038.63,0,0,3,8,6,2,5,5
C29,2020-06-20-22-30-00,23159274.81,9,2,7,4,8,0,5,7
C30,2020-06-20-22-30-00,22659367.21,9,3,6,7,2,1,1,7
G04,2020-06-20-22-30-00,21021768.13,1,7,6,8,1,3,3,7
G08,2020-06-20-22-30-00,22003533.64,3,5,3,3,6,4,1,7
G09,2020-06-20-22-30-00,23190214.16,0,2,1,4,1,6,4,6
G16,2020-06-20-22-30-00,20553660.97,3,6,6,0,9,6,9,7
G21,2020-06-20-22-30-00,23960110.06,0,1,1,0,0,6,3,6
G26,2020-06-20-22-30-00,22098181.62,8,1,8,1,6,1,7,7
G27,2020-06-20-22-30-00,20443360.72,3,3,6,0,7,1,9,8
G31,2020-06-20-22-30-00,23326514.41,6,5,1,4,4,0,6,6
C01,2020-06-20-22-35-00,37729633.63,9,6,3,3,6,3,3,6
C02,2020-06-20-22-35-00,37696658.39,6,6,5,8,3,9,1,6
C03,2020-06-20-22-35-00,36650094.15,0,0,9,4,1,4,8,6
C04,2020-06-20-22-35-00,38684410.88,4,4,1,0,8,7,5,5
C06,2020-06-20-22-35-00,36467243.88,7,2,4,3,8,8,3,7
C07,2020-06-20-22-35-00,36370816.16,0,8,1,6,1,6,4,7
C09,2020-06-20-22-35-00,35756447.31,6,4,4,7,3,1,3,7
C10,2020-06-20-22-35-00,37100290.22,0,2,9,0,2,1,9,7
C16,2020-06-20-22-35-00,36833497.45,3,4,9,7,4,4,5,7
C21,2020-06-20-22-35-00,25409497.95,9,4,9,7,9,4,5,6
C22,2020-06-20-22-35-00,25034014.65,4,0,1,4,6,4,8,6
C27,2020-06-20-22-35-00,26065180.84,5,1,8,0,8,3,6,5
C29,2020-06-20-22-35-00,23009613,9,6,1,3,0,0,0,7
C30,2020-06-20-22-35-00,22674007.09,4,0,0,7,0,9,4,7
G04,2020-06-20-22-35-00,20990130.46,0,1,3,0,4,6,1,7
G08,2020-06-20-22-35-00,21826492.11,6,4,9,2,1,0,9,7
G09,2020-06-20-22-35-00,23050807.22,0,8,0,7,2,1,9,6
G16,2020-06-20-22-35-00,20616169.28,6,1,6,9,2,8,1,7
G21,2020-06-20-22-35-00,23924972.2,4,9,7,2,2,0,3,6
G26,2020-06-20-22-35-00,22223668.05,3,6,6,8,0,4,7,6
G27,2020-06-20-22-35-00,20362912.11,2,9,1,2,1,0,9,8
G31,2020-06-20-22-35-00,23452948.43,2,9,4,8,4,3,0,6
C01,2020-06-20-22-40-00,37729592.33,9,5,9,2,3,2,8,6
C02,2020-06-20-22-40-00,37697582.14,7,5,8,2,1,4,1,6
C03,2020-06-20-22-40-00,36648385.81,8,3,8,5,8,0,5,6
C04,2020-06-20-22-40-00,38682891.02,2,8,9,1,0,2,3,6
C05,2020-06-20-22-40-00,39692013.79,2,0,1,3,7,8,9,5
C06,2020-06-20-22-40-00,36529785.38,9,7,8,5,3,7,5,7
C07,2020-06-20-22-40-00,36380908.46,0,9,0,8,4,6,1,7
C09,2020-06-20-22-40-00,35784838.18,4,8,3,8,1,8,0,7
C10,2020-06-20-22-40-00,37103449.96,3,4,4,9,9,6,1,7
C16,2020-06-20-22-40-00,36899160.29,9,1,6,0,2,8,9,7
C21,2020-06-20-22-40-00,25436427.11,6,4,2,7,1,0,9,6
C22,2020-06-20-22-40-00,25167243.67,7,2,4,3,6,7,2,6
C27,2020-06-20-22-40-00,26215657.52,5,6,5,7,5,2,3,5
C29,2020-06-20-22-40-00,22865587.93,5,5,8,7,9,3,0,7
C30,2020-06-20-22-40-00,22698260.44,8,2,6,0,4,3,8,8
G04,2020-06-20-22-40-00,20969664.27,9,6,6,4,2,6,6,7
G08,2020-06-20-22-40-00,21656266.17,6,2,6,6,1,7,2,7
G09,2020-06-20-22-40-00,22919446.45,9,4,4,6,4,5,3,6
G11,2020-06-20-22-40-00,25234709.79,4,7,0,9,7,8,9,5
G16,2020-06-20-22-40-00,20683413.86,3,4,1,3,8,5,9,7
G21,2020-06-20-22-40-00,23897049.91,7,0,4,9,9,0,6,6
G26,2020-06-20-22-40-00,22350125.33,0,1,2,5,3,2,8,7
G27,2020-06-20-22-40-00,20293902.67,3,9,0,2,6,7,2,8
G31,2020-06-20-22-40-00,23583020.18,3,0,2,0,1,8,0,6
C01,2020-06-20-22-45-00,37729566.51,9,5,6,6,5,0,8,6
C02,2020-06-20-22-45-00,37698450.45,8,4,5,0,4,5,3,6
C03,2020-06-20-22-45-00,36646635.79,6,6,3,5,7,8,9,6
C04,2020-06-20-22-45-00,38681373.42,1,3,7,3,4,2,2,6
C05,2020-06-20-22-45-00,39692620.34,2,6,2,0,3,3,6,5
C06,2020-06-20-22-45-00,36594750.31,4,7,5,0,3,1,3,7
C07,2020-06-20-22-45-00,36390555.75,0,5,5,5,7,5,0,7
C09,2020-06-20-22-45-00,35816186.45,6,1,8,6,4,4,5,7
C10,2020-06-20-22-45-00,37106618.85,6,6,1,8,8,5,2,7
C16,2020-06-20-22-45-00,36967326.74,7,3,2,6,7,4,2,7
C21,2020-06-20-22-45-00,25471096.26,1,0,9,6,2,5,8,6
C22,2020-06-20-22-45-00,25302750.58,2,7,5,0,5,7,8,6
C27,2020-06-20-22-45-00,26371074.79,1,0,7,4,7,8,9,4
C29,2020-06-20-22-45-00,22727623.69,7,6,2,3,6,8,8,7
C30,2020-06-20-22-45-00,22732059.38,2,0,5,9,3,8,3,8
G04,2020-06-20-22-45-00,20960453.84,0,4,5,3,8,4,4,7
G08,2020-06-20-22-45-00,21493306.79,3,3,0,6,7,8,9,7
G09,2020-06-20-22-45-00,22796554.13,6,5,5,4,1,2,5,6
G11,2020-06-20-22-45-00,25042837,2,8,3,7,0,0,0,5
G16,2020-06-20-22-45-00,20755074.48,5,0,7,4,4,7,7,7
G21,2020-06-20-22-45-00,23876639.42,6,6,3,9,4,2,2,6
G26,2020-06-20-22-45-00,22477387.46,7,3,8,7,4,6,1,6
G27,2020-06-20-22-45-00,20236516.72,6,5,1,6,7,1,9,8
G31,2020-06-20-22-45-00,23716716.07,6,7,1,6,0,7,0,6
C01,2020-06-20-22-50-00,37729556.99,9,5,5,6,9,9,2,6
C02,2020-06-20-22-50-00,37699263.24,9,2,6,3,2,4,2,6
C03,2020-06-20-22-50-00,36644845.59,4,8,4,5,5,9,4,6
C04,2020-06-20-22-50-00,38679858.4,9,8,5,8,3,9,8,6
C05,2020-06-20-22-50-00,39693189.27,3,1,8,9,2,7,3,5
C06,2020-06-20-22-50-00,36662084.99,2,0,8,4,9,9,2,7
C07,2020-06-20-22-50-00,36399701.84,9,7,0,1,8,3,6,7
C09,2020-06-20-22-50-00,35850503.9,0,5,0,3,8,9,8,7
C10,2020-06-20-22-50-00,37109728.29,9,7,2,8,2,8,9,7
C16,2020-06-20-22-50-00,37037943.96,7,9,4,3,9,6,1,7
C21,2020-06-20-22-50-00,25513252.02,3,2,5,2,0,2,3,6
C22,2020-06-20-22-50-00,25440047.13,0,0,4,7,1,2,5,6
C29,2020-06-20-22-50-00,22596123.56,6,1,2,3,5,5,5,8
C30,2020-06-20-22-50-00,22775300.39,5,3,0,0,3,9,1,7
G04,2020-06-20-22-50-00,20962531.62,2,5,3,1,6,1,7,7
G08,2020-06-20-22-50-00,21338042.65,8,0,4,2,6,4,8,7
G09,2020-06-20-22-50-00,22682529.25,2,5,2,9,2,5,0,7
G11,2020-06-20-22-50-00,24848692.23,8,6,9,2,2,3,4,6
G16,2020-06-20-22-50-00,20830837.93,0,8,3,7,9,3,0,7
G21,2020-06-20-22-50-00,23863997.6,3,9,9,7,6,0,2,6
G26,2020-06-20-22-50-00,22605303.77,5,3,0,3,7,7,3,6
G27,2020-06-20-22-50-00,20190885.27,0,8,8,5,2,6,6,8
G31,2020-06-20-22-50-00,23854009.98,4,0,0,9,9,7,7,6
C01,2020-06-20-22-55-00,37729563.16,9,5,6,3,1,5,6,6
C02,2020-06-20-22-55-00,37700019.41,0,0,1,9,4,1,4,6
C03,2020-06-20-22-55-00,36643017.13,3,0,1,7,1,3,3,6
C04,2020-06-20-22-55-00,38678346.31,8,3,4,6,3,1,3,6
C06,2020-06-20-22-55-00,36731730.45,1,7,3,0,4,5,3,7
C07,2020-06-20-22-55-00,36408293.1,8,2,9,3,1,0,2,7
C09,2020-06-20-22-55-00,35887796.52,7,7,9,6,5,1,6,7
C10,2020-06-20-22-55-00,37112709.2,2,7,0,9,2,0,3,7
C16,2020-06-20-22-55-00,37110956.91,0,9,5,6,9,0,6,7
C21,2020-06-20-22-55-00,25562611.46,2,6,1,1,4,6,1,6
C22,2020-06-20-22-55-00,25578650.15,8,6,5,0,1,4,8,6
C29,2020-06-20-22-55-00,22471477.11,1,4,7,7,1,0,9,8
C30,2020-06-20-22-55-00,22827843.09,7,8,4,3,0,8,6,7
G04,2020-06-20-22-55-00,20975881.09,5,8,8,1,0,8,6,7
G08,2020-06-20-22-55-00,21190879.84,0,8,7,9,8,4,4,7
G09,2020-06-20-22-55-00,22577741.79,7,7,4,1,7,8,9,6
G11,2020-06-20-22-55-00,24652697.82,2,6,9,7,8,2,0,6
G16,2020-06-20-22-55-00,20910401.09,0,4,0,1,0,9,4,7
G21,2020-06-20-22-55-00,23859354.57,9,3,5,4,5,7,0,6
G26,2020-06-20-22-55-00,22733746.5,3,7,4,6,5,0,0,6
G27,2020-06-20-22-55-00,20157086.29,7,0,8,6,2,8,9,8
G31,2020-06-20-22-55-00,23994859.06,4,8,5,9,0,6,3,6
C01,2020-06-20-23-00-00,37729585.54,9,5,8,5,5,3,9,6
C02,2020-06-20-23-00-00,37700720,0,7,2,0,0,0,0,6
C03,2020-06-20-23-00-00,36641150.88,1,1,5,0,8,8,3,6
C04,2020-06-20-23-00-00,38676838.81,6,8,3,8,8,1,3,6
C05,2020-06-20-23-00-00,39694214.1,4,2,1,4,1,0,2,5
C06,2020-06-20-23-00-00,36803625.65,3,6,2,5,6,4,8,7
C07,2020-06-20-23-00-00,36416278.19,6,2,7,8,1,8,8,7
C09,2020-06-20-23-00-00,35928065.66,8,0,6,5,6,5,6,7
C10,2020-06-20-23-00-00,37115494.5,5,4,9,4,5,0,0,7
C16,2020-06-20-23-00-00,37186304.58,6,3,0,4,5,7,8,7
C21,2020-06-20-23-00-00,25618868.31,8,8,6,8,3,0,5,6
C22,2020-06-20-23-00-00,25718079.63,8,0,7,9,6,2,5,6
C29,2020-06-20-23-00-00,22354050.63,4,0,5,0,6,2,5,8
C30,2020-06-20-23-00-00,22889513.94,9,5,1,3,9,3,8,7
G04,2020-06-20-23-00-00,21000435.3,0,4,3,5,2,9,7,7
G08,2020-06-20-23-00-00,21052195.63,2,1,9,5,6,2,5,7
G09,2020-06-20-23-00-00,22482531.5,2,5,3,1,5,0,0,7
G11,2020-06-20-23-00-00,24455291.3,5,2,9,1,2,9,7,6
G16,2020-06-20-23-00-00,20993474.01,3,4,7,4,0,0,8,7
G21,2020-06-20-23-00-00,23862900.59,2,9,0,0,5,8,6,6
G26,2020-06-20-23-00-00,22862598.44,2,5,9,8,4,3,8,6
G27,2020-06-20-23-00-00,20135143.08,5,1,4,3,0,7,8,8
G31,2020-06-20-23-00-00,24139212.59,9,2,1,2,5,9,4,6
C01,2020-06-20-23-05-00,37729623.91,9,6,2,3,9,0,6,6
C02,2020-06-20-23-05-00,37701363.03,1,3,6,3,0,3,1,6
C03,2020-06-20-23-05-00,36639247.32,9,2,4,7,3,2,0,6
C04,2020-06-20-23-05-00,38675336.52,5,3,3,6,5,2,3,6
C05,2020-06-20-23-05-00,39694669.91,4,6,6,9,9,0,6,5
C06,2020-06-20-23-05-00,36877701.73,7,7,0,1,7,3,4,7
C07,2020-06-20-23-05-00,36423610.15,3,6,1,0,1,4,8,7
C09,2020-06-20-23-05-00,35971304.11,1,3,0,4,1,0,9,7
C10,2020-06-20-23-05-00,37118017.33,8,0,1,7,3,2,8,7
C16,2020-06-20-23-05-00,37263919.78,3,9,1,9,7,8,1,7
C21,2020-06-20-23-05-00,25681689.76,1,6,8,9,7,5,8,6
C22,2020-06-20-23-05-00,25857859.18,7,8,5,9,1,8,0,6
C29,2020-06-20-23-05-00,22244188.77,4,1,8,8,7,6,6,8
C30,2020-06-20-23-05-00,22960105.69,0,1,0,5,6,8,8,7
G04,2020-06-20-23-05-00,21036073.59,6,0,7,3,5,8,6,7
G08,2020-06-20-23-05-00,20922335.51,2,3,3,5,5,0,8,7
G09,2020-06-20-23-05-00,22397203.01,7,2,0,3,0,0,8,7
G11,2020-06-20-23-05-00,24256917.08,6,9,1,7,0,7,8,6
G16,2020-06-20-23-05-00,21079776.18,9,7,7,6,1,8,0,7
G21,2020-06-20-23-05-00,23874791.77,4,7,9,1,7,6,6,6
G26,2020-06-20-23-05-00,22991762.84,1,7,6,2,8,3,6,6
G27,2020-06-20-23-05-00,20125025.91,5,0,2,5,9,0,6,8
G31,2020-06-20-23-05-00,24286999.06,6,9,9,9,0,6,3,6
C01,2020-06-20-23-10-00,37729678.15,9,6,7,8,1,4,8,6
C02,2020-06-20-23-10-00,37701948.82,1,9,4,8,8,2,0,6
C03,2020-06-20-23-10-00,36637307.48,7,3,0,7,4,8,4,6
C04,2020-06-20-23-10-00,38673840.2,3,8,4,0,1,9,5,6
C06,2020-06-20-23-10-00,36953887.31,3,8,8,7,3,1,3,7
C07,2020-06-20-23-10-00,36430243.27,0,2,4,3,2,7,3,7
C09,2020-06-20-23-10-00,36017503.24,7,5,0,3,2,4,2,7
C10,2020-06-20-23-10-00,37120216.76,0,2,1,6,7,5,8,7
C16,2020-06-20-23-10-00,37343732.88,3,7,3,2,8,7,5,7
C21,2020-06-20-23-10-00,25750721.47,0,7,2,1,4,6,9,6
C22,2020-06-20-23-10-00,25997523.56,7,5,2,3,5,6,3,5
C29,2020-06-20-23-10-00,22142210.98,2,2,1,0,9,7,7,8
C30,2020-06-20-23-10-00,23039381.63,9,3,8,1,6,2,5,7
G04,2020-06-20-23-10-00,21082629.79,2,6,2,9,7,8,9,7
G08,2020-06-20-23-10-00,20801614.53,1,6,1,4,5,3,1,7
G09,2020-06-20-23-10-00,22322024.26,2,0,2,4,2,5,8,7
G11,2020-06-20-23-10-00,24058036.34,8,0,3,6,3,3,6,6
G16,2020-06-20-23-10-00,21169043.9,9,0,4,3,8,9,8,7
G21,2020-06-20-23-10-00,23895146.47,5,1,4,6,4,6,9,6
G26,2020-06-20-23-10-00,23121156.95,1,1,5,6,9,5,3,6
G27,2020-06-20-23-10-00,20126651.59,6,6,5,1,5,9,4,8
G31,2020-06-20-23-10-00,24438137.11,8,1,3,7,1,0,9,6
C01,2020-06-20-23-15-00,37729748.87,9,7,4,8,8,6,7,6
C02,2020-06-20-23-15-00,37702477.91,2,4,7,7,9,1,4,6
C03,2020-06-20-23-15-00,36635333.09,5,3,3,3,0,9,4,6
C04,2020-06-20-23-15-00,38672349.7,2,3,4,9,7,0,3,6
C05,2020-06-20-23-15-00,39695467.09,5,4,6,7,0,8,6,5
C06,2020-06-20-23-15-00,37032105.93,2,1,0,5,9,3,0,7
C07,2020-06-20-23-15-00,36436135.12,6,1,3,5,1,1,7,7
C09,2020-06-20-23-15-00,36066644.66,6,6,4,4,6,5,6,7
C10,2020-06-20-23-15-00,37122027.51,2,0,2,7,5,0,8,7
C16,2020-06-20-23-15-00,37425667.25,5,6,6,7,2,5,0,7
C21,2020-06-20-23-15-00,25825588.34,5,5,8,8,3,3,6,6
C22,2020-06-20-23-15-00,26136611.56,6,6,1,1,5,6,3,5
C29,2020-06-20-23-15-00,22048410.02,8,4,1,0,0,2,3,8
C30,2020-06-20-23-15-00,23127075.77,7,0,7,5,7,6,6,7
G04,2020-06-20-23-15-00,21139886.71,9,8,8,6,7,1,1,7
G07,2020-06-20-23-15-00,24922294.36,2,2,9,4,3,5,9,4
G08,2020-06-20-23-15-00,20690309.89,0,3,0,9,8,9,1,8
G09,2020-06-20-23-15-00,22257223.5,7,2,2,3,5,0,0,7
G11,2020-06-20-23-15-00,23859118,9,1,1,8,0,0,0,6
G16,2020-06-20-23-15-00,21261026.24,1,0,2,6,2,4,2,7
G21,2020-06-20-23-15-00,23924044.57,4,0,4,4,5,7,0,6
G26,2020-06-20-23-15-00,23250713.76,0,7,1,3,7,5,8,6
G27,2020-06-20-23-15-00,20139884.57,9,8,8,4,5,7,0,8
G31,2020-06-20-23-15-00,24592527.23,2,5,2,7,2,2,7,6
C01,2020-06-20-23-20-00,37729835.55,9,8,3,5,5,4,7,6
C02,2020-06-20-23-20-00,37702948.91,2,9,4,8,9,0,6,6
C03,2020-06-20-23-20-00,36633324.46,3,3,2,4,4,6,1,6
C04,2020-06-20-23-20-00,38670866.9,0,8,6,6,8,9,8,6
C05,2020-06-20-23-20-00,39695807.48,5,8,0,7,4,8,4,5
C06,2020-06-20-23-20-00,37112277.34,2,2,7,7,3,4,4,7
C07,2020-06-20-23-20-00,36441249.31,1,2,4,9,3,1,3,7
C09,2020-06-20-23-20-00,36118707.48,8,7,0,7,4,7,7,7
C10,2020-06-20-23-20-00,37123392.15,3,3,9,2,1,4,8,7
C16,2020-06-20-23-20-00,37509645.27,9,6,4,5,2,6,6,7
C21,2020-06-20-23-20-00,25905897.09,5,8,9,7,0,9,4,6
C22,2020-06-20-23-20-00,26274674.98,4,6,7,4,9,8,4,5
C29,2020-06-20-23-20-00,21963048.66,3,0,4,8,6,6,4,8
C30,2020-06-20-23-20-00,23222897.28,2,8,9,7,2,8,1,7
G04,2020-06-20-23-20-00,21207580.13,7,5,8,0,1,3,3,7
G07,2020-06-20-23-20-00,24744163.52,4,1,6,3,5,2,3,5
G08,2020-06-20-23-20-00,20588661.79,8,6,6,1,7,8,9,8
G09,2020-06-20-23-20-00,22202983.94,2,9,8,3,9,3,8,7
G11,2020-06-20-23-20-00,23660642.32,0,6,4,2,3,2,0,6
G16,2020-06-20-23-20-00,21355489.55,5,4,8,9,5,4,7,7
G21,2020-06-20-23-20-00,23961532.67,1,5,3,2,6,7,2,6
G26,2020-06-20-23-20-00,23380380.9,0,3,8,0,8,9,8,6
G27,2020-06-20-23-20-00,20164539.61,4,5,3,9,6,0,9,8
G31,2020-06-20-23-20-00,24750058.16,0,0,5,8,1,5,6,6
C01,2020-06-20-23-25-00,37729938.93,9,9,3,8,9,3,0,6
C02,2020-06-20-23-25-00,37703361.74,3,3,6,1,7,4,2,6
C03,2020-06-20-23-25-00,36631283.96,1,2,8,3,9,6,1,6
C04,2020-06-20-23-25-00,38669392.27,9,3,9,2,2,7,3,6
C05,2020-06-20-23-25-00,39696110.75,6,1,1,0,7,5,0,5
C06,2020-06-20-23-25-00,37194317.95,4,3,1,7,9,5,3,7
C07,2020-06-20-23-25-00,36445548.65,5,5,4,8,6,4,8,7
C09,2020-06-20-23-25-00,36173662.11,3,6,6,2,1,0,9,7
C10,2020-06-20-23-25-00,37124252.24,4,2,5,2,2,4,2,7
C16,2020-06-20-23-25-00,37595582.41,5,5,8,2,4,1,4,7
C21,2020-06-20-23-25-00,25991238.81,1,2,3,8,8,0,5,6
C22,2020-06-20-23-25-00,26411276.89,1,2,7,6,8,9,1,5
C29,2020-06-20-23-25-00,21886361.03,6,3,6,1,0,3,1,8
C30,2020-06-20-23-25-00,23326529.99,6,5,2,9,9,9,2,7
G04,2020-06-20-23-25-00,21285403.73,5,4,0,3,7,2,7,7
G07,2020-06-20-23-25-00,24564820.73,4,8,2,0,7,3,4,5
G08,2020-06-20-23-25-00,20496872.56,6,8,7,2,5,5,5,8
G09,2020-06-20-23-25-00,22159447.53,9,4,4,7,5,3,1,7
G11,2020-06-20-23-25-00,23463096.4,3,0,9,6,3,9,8,6
G16,2020-06-20-23-25-00,21452215.64,2,2,1,5,6,4,1,7
G21,2020-06-20-23-25-00,24007614.2,7,6,1,4,2,0,3,6
G26,2020-06-20-23-25-00,23510119.05,0,1,1,9,0,4,7,6
G27,2020-06-20-23-25-00,20200385.13,0,3,8,5,1,3,3,8
G31,2020-06-20-23-25-00,24910605.33,0,6,0,5,3,2,8,6
C01,2020-06-20-23-30-00,37730057.7,0,0,5,7,6,9,5,6
C02,2020-06-20-23-30-00,37703716.09,3,7,1,6,0,9,4,6
C03,2020-06-20-23-30-00,36629210.37,9,2,1,0,3,6,7,6
C04,2020-06-20-23-30-00,38667925.87,7,9,2,5,8,6,7,6
C05,2020-06-20-23-30-00,39696372.77,6,3,7,2,7,7,3,5
