C26,2020-06-20-00-15-00,21606215.3918 ,21606207.2708 ,             ,PC26,2020-06-20-00-15,-9057.686827,17419.549407,19838.825279,724.513866
C29,2020-06-20-00-15-00,25168203.7816 ,25168195.6606 ,             ,PC29,2020-06-20-00-15,-15461.497332,-3639.751929,22934.171843,244.806667
G04,2020-06-20-00-15-00,22399770.8527 ,22399777.9064 ,22399777.7897 ,PG04,2020-06-20-00-15,-636.548517,26319.835023,-3361.361099,-104.621324
G07,2020-06-20-00-15-00,22914786.0397 ,22914790.6026 ,22914790.2976 ,PG07,2020-06-20-00-15,7956.510511,13355.058125,21830.117519,-308.423146
G08,2020-06-20-00-15-00,20127682.6178 ,20127690.3559 ,20127690.9538 ,PG08,2020-06-20-00-15,-7357.587946,21123.489983,14131.430804,-38.144962
G09,2020-06-20-00-15-00,22258756.8137 ,22258764.6097 ,22258764.5167 ,PG09,2020-06-20-00-15,8155.609377,24099.995137,7548.026267,-239.361810
G11,2020-06-20-00-15-00,21779588.8207 ,21779593.8365 ,             ,PG11,2020-06-20-00-15,-11439.495549,24148.851797,-1337.739097,-243.955752
G16,2020-06-20-00-15-00,22420643.9307 ,22420648.9224 ,             ,PG16,2020-06-20-00-15,-18431.794139,4005.942199,18662.777075,-172.566089
G21,2020-06-20-00-15-00,24865186.1955 ,24865192.4383 ,             ,PG21,2020-06-20-00-15,-16654.978380,-5315.361188,20693.616902,13.717643
G26,2020-06-20-00-15-00,24702864.2585 ,24702873.8092 ,24702872.8015 ,PG26,2020-06-20-00-15,-24905.341196,-3318.711295,8914.528689,228.530183
G27,2020-06-20-00-15-00,20991092.3057 ,20991100.6728 ,20991100.6688 ,PG27,2020-06-20-00-15,-12638.123349,11152.409044,20291.919618,-324.979853
C01,2020-06-20-00-20-00,37732534.3986 ,37732525.2896 ,37732530.5237 ,PC01,2020-06-20-00-20,-34353.661728,24479.229105,637.588275,-402.413701
C02,2020-06-20-00-20-00,37703638.3366 ,37703628.0986 ,37703631.8527 ,PC02,2020-06-20-00-20,4416.934525,41900.995552,-1418.148859,270.955142
C03,2020-06-20-00-20-00,36607578.2037 ,36607567.4307 ,36607572.7427 ,PC03,2020-06-20-00-20,-14700.832781,39490.657639,-704.226076,855.631335
C04,2020-06-20-00-20-00,38654959.6256 ,38654947.5396 ,38654953.6996 ,PC04,2020-06-20-00-20,-39584.326750,14509.530599,283.078903,-156.138722
C05,2020-06-20-00-20-00,39695889.2345 ,             ,             ,PC05,2020-06-20-00-20,21922.770322,35985.074081,-1097.348623,-487.087692
C06,2020-06-20-00-20-00,38119000.4696 ,38118987.5516 ,38118995.0276 ,PC06,2020-06-20-00-20,-11196.718384,36942.654886,-16039.099016,758.494299
C07,2020-06-20-00-20-00,36435992.5237 ,36435977.8057 ,36435986.1917 ,PC07,2020-06-20-00-20,-12681.115845,23124.736226,33082.339218,32.633393
C08,2020-06-20-00-20-00,39364738.6256 ,39364725.0826 ,39364733.7276 ,PC08,2020-06-20-00-20,-25585.623800,28514.776203,-17901.295764,-322.222710
C09,2020-06-20-00-20-00,36887447.3677 ,36887434.8097 ,36887444.0947 ,PC09,2020-06-20-00-20,-1401.316922,41914.007504,-156.201169,621.528172
C10,2020-06-20-00-20-00,37095632.7427 ,37095619.9347 ,37095628.6457 ,PC10,2020-06-20-00-20,4257.470662,28743.989882,30861.496307,-257.857540
C12,2020-06-20-00-20-00,24378132.8286 ,24378120.5706 ,24378128.9697 ,PC12,2020-06-20-00-20,-889.955422,26706.992458,-8063.831483,406.141872
C16,2020-06-20-00-20-00,38563398.3136 ,38563389.0906 ,38563398.3636 ,PC16,2020-06-20-00-20,-9036.135797,38524.184236,-14209.196940,-614.072710
C24,2020-06-20-00-20-00,24391902.8757 ,24391891.3367 ,             ,PC24,2020-06-20-00-20,9751.717852,13641.073926,22302.723342,-787.236540
C26,2020-06-20-00-20-00,21567367.2978 ,21567359.2348 ,             ,PC26,2020-06-20-00-20,-9706.007393,17598.863155,19369.253388,724.518105
C29,2020-06-20-00-20-00,25337969.2346 ,25337960.1416 ,             ,PC29,2020-06-20-00-20,-15292.539952,-4407.746334,22912.787178,244.808259
G01,2020-06-20-00-20-00,24266637.3205 ,24266647.1454 ,24266646.6765 ,PG01,2020-06-20-00-20,-10806.070016,19707.717339,-14105.782310,12.622655
G04,2020-06-20-00-20-00,22555185.1256 ,22555192.1174 ,22555191.6917 ,PG04,2020-06-20-00-20,-733.009451,26180.212933,-4298.777308,-104.622785
G07,2020-06-20-00-20-00,22741583.3207 ,22741588.8677 ,22741588.7706 ,PG07,2020-06-20-00-20,7290.584279,13816.345331,21760.066189,-308.425712
G08,2020-06-20-00-20-00,20138084.7668 ,20138092.7939 ,20138093.4618 ,PG08,2020-06-20-00-20,-7488.182265,20581.357834,14852.605878,-38.145346
G09,2020-06-20-00-20-00,22321193.7427 ,22321200.7857 ,22321200.2277 ,PG09,2020-06-20-00-20,8101.760543,24381.734058,6653.445516,-239.363849
G11,2020-06-20-00-20-00,21620215.2977 ,21620220.1996 ,             ,PG11,2020-06-20-00-20,-11554.716702,24108.845739,-424.910428,-243.952343
G16,2020-06-20-00-20-00,22532014.2977 ,22532018.2734 ,             ,PG16,2020-06-20-00-20,-19037.040600,3636.447740,18142.524396,-172.567655
G21,2020-06-20-00-20-00,24992203.5635 ,             ,             ,PG21,2020-06-20-00-20,-16103.431984,-5818.860888,21012.361721,13.718972
G26,2020-06-20-00-20-00,24833676.5165 ,24833682.4613 ,24833686.6486 ,PG26,2020-06-20-00-20,-25174.082834,-3517.633914,8051.347166,228.532251
G27,2020-06-20-00-20-00,21119274.3367 ,21119281.6138 ,21119281.7388 ,PG27,2020-06-20-00-20,-12754.649011,10369.635014,20638.590915,-324.982780
C01,2020-06-20-00-25-00,37732832.1646,37732823.1886,37732828.7667,PC01,2020-06-20-00-25,-34352.971479,24479.877024,629.523217,-402.403093
C02,2020-06-20-00-25-00,37703382.4066,37703371.7976,37703375.6687,PC02,2020-06-20-00-25,4416.126056,41901.217018,-1415.449056,270.947562
C03,2020-06-20-00-25-00,36605240.3367,36605229.5827,36605235.0867,PC03,2020-06-20-00-25,-14701.517954,39490.065075,-685.247344,855.627040
C04,2020-06-20-00-25-00,38653644.8916,38653633.3016,38653639.1956,PC04,2020-06-20-00-25,-39583.974806,14509.262713,295.016322,-156.132199
C05,2020-06-20-00-25-00,39695737.8915,39695728.2666,39695733.1456,PC05,2020-06-20-00-25,21921.913221,35985.354756,-1098.701603,-487.107792
C06,2020-06-20-00-25-00,38215224.0316,38215210.9696,38215218.0746,PC06,2020-06-20-00-25,-10877.194185,36741.597913,-16697.345266,758.497238
C07,2020-06-20-00-25-00,36429781.9537,36429767.1727,36429775.1767,PC07,2020-06-20-00-25,-13000.174090,22999.471587,33037.634779,32.624008
C08,2020-06-20-00-25-00,39255234.0396,39255219.8096,39255227.8716,PC08,2020-06-20-00-25,-25554.401360,28969.532785,-17210.011515,-322.229742
C09,2020-06-20-00-25-00,36971188.5477,36971176.2587,36971185.0047,PC09,2020-06-20-00-25,-1023.824714,41910.664754,-909.947768,621.535858
C10,2020-06-20-00-25-00,37087678.2977,37087665.3957,37087674.3017,PC10,2020-06-20-00-25,4016.765502,28495.843828,31117.539134,-257.854503
C12,2020-06-20-00-25-00,24203087.2426,24203075.0277,24203083.5867,PC12,2020-06-20-00-25,-959.142813,26959.607950,-7169.280827,406.145190
C16,2020-06-20-00-25-00,38664538.1956,38664527.6256,38664537.0516,PC16,2020-06-20-00-25,-8689.711500,38343.735834,-14895.640444,-614.070372
